Symbol,n_cancers_druggable,cancer_list,mean_n_drugs,mean_lfc,gene_family,any_hub
KLK1,2,colorectal|kidney,1,-1.46988519574674,Kinase,FALSE
KLK7,2,kidney|pancreatic,1,-0.321263059992655,Kinase,FALSE
LAMA1,2,colorectal|esophagus,1,-0.229162112184485,Other,FALSE
LAMB4,2,esophagus|kidney,1,0.317358451738215,Other,FALSE
LAMC2,2,colorectal|esophagus,1,-1.81808020427574,Other,FALSE
LGALS1,2,esophagus|kidney,1,0.047019342734035,Other,FALSE
LGALS2,2,colorectal|kidney,1,0.28758503329479,Other,FALSE
LGR5,2,colorectal|esophagus,1,-2.26790103018269,Other,FALSE
LHFPL3,2,kidney|pancreatic,1,-1.60785252248708,Other,FALSE
LVRN,2,colorectal|esophagus,1,2.18608692398053,Other,FALSE
LY6E,2,colorectal|kidney,1,-0.170677559686685,Other,FALSE
LY96,2,esophagus|kidney,1,0.11693311205255,Other,FALSE
MDK,2,esophagus|kidney,1,0.194997525968945,Other,FALSE
MSR1,2,esophagus|kidney,1,-0.22583501633099,Other,FALSE
MT1E,2,colorectal|kidney,1,-0.0837247504956951,Other,FALSE
MT3,2,colorectal|kidney,1,1.71697726546396,Other,FALSE
MYOCD,2,colorectal|kidney,1,0.149970609703645,Other,FALSE
NKAIN3,2,colorectal|esophagus,1,1.68738208170404,Other,FALSE
NPHS1,2,kidney|pancreatic,1,-4.03629129510346,Other,FALSE
NPTX2,2,colorectal|kidney,1,1.48729281227696,Other,FALSE
NRP2,2,kidney|pancreatic,1,1.38278553638436,Other,FALSE
NTNG1,2,esophagus|kidney,1,-1.54981627104773,Other,FALSE
OCLN,2,esophagus|kidney,1,0.0799946159295499,Other,TRUE
OLR1,2,colorectal|esophagus,1,-2.5967893811776,Other,FALSE
ORM2,2,colorectal|esophagus,1,-0.897002790792705,Other,FALSE
OXER1,2,kidney|pancreatic,1,-1.07685354026267,Other,FALSE
PAPPA2,2,colorectal|kidney,1,-0.523017007249465,Other,FALSE
PMAIP1,2,colorectal|pancreatic,1,-0.157688379212775,Other,FALSE
POSTN,2,esophagus|pancreatic,1,-0.22738436986317,Other,TRUE
PRKAR2B,2,colorectal|kidney,1,-0.0190256648384549,Other,FALSE
PROX1,2,colorectal|kidney,1,-1.82519053539632,Other,FALSE
PTK7,2,colorectal|esophagus,1,-1.21647343568134,Other,FALSE
PTTG1,2,colorectal|kidney,1,0.49836569217583,Other,TRUE
RAD51,2,esophagus|kidney,1,0.19190499800477,Other,TRUE
RTKN2,2,liver|pancreatic,1,-0.70241567491212,Other,FALSE
S100A8,2,colorectal|esophagus,1,0.565161478821925,Other,FALSE
SCGB3A1,2,esophagus|kidney,1,2.28100491974419,Other,FALSE
SCN2B,2,colorectal|esophagus,1,1.58060416573884,Ion Channel,FALSE
SCN4B,2,colorectal|kidney,1,1.21511260289644,Ion Channel,TRUE
SDS,2,esophagus|kidney,1,0.0811422737692349,Other,FALSE
SIGLEC8,2,colorectal|kidney,1,2.8909470809323,Other,FALSE
SLC16A7,2,esophagus|kidney,1,0.21442710887893,Transporter,FALSE
SLC23A1,2,colorectal|kidney,1,-0.2458590721674,Transporter,FALSE
SLC38A3,2,esophagus|kidney,1,-0.509216714999975,Transporter,FALSE
SOX10,2,colorectal|esophagus,1,1.82239413535136,Other,FALSE
STK39,2,esophagus|kidney,1,1.14645198270585,Other,FALSE
SULT1C3,2,colorectal|pancreatic,1,-1.37937914497074,Other,FALSE
SVEP1,2,colorectal|kidney,1,-0.020658031178895,Other,FALSE
TCIM,2,esophagus|kidney,1,-1.43032090155166,Other,FALSE
TMEFF2,2,colorectal|esophagus,1,2.28571368142397,Other,FALSE
TNFRSF12A,2,colorectal|esophagus,1,-1.80276971112216,Other,FALSE
TNFRSF13B,2,colorectal|esophagus,1,1.94995815615734,Other,FALSE
TRAT1,2,colorectal|kidney,1,1.26716759747572,Other,TRUE
TRPM6,2,colorectal|kidney,1,-0.35818788020547,Other,FALSE
ZIC4,2,esophagus|kidney,1,-1.7167681706676,Other,FALSE
