Symbol,Module,Degree,Log2FC
S100B,18,8,1.17643684220313
EDN2,18,8,1.80940130015881
GAP43,18,8,2.20325582629829
GRPR,18,8,-1.58931790084494
ADCYAP1R1,18,8,2.64560241515975
PCSK2,18,6,4.1171599395405
AQP7,18,6,1.79162297620278
PRRT2,18,6,1.2702567529296
GIPR,18,6,1.08388340933403
AQP9,18,6,-2.73457805141229
SNAP91,18,6,3.37844506701268
CLCA4,18,6,4.13727299813799
MS4A4E,18,6,1.26851143901154
ZG16,18,6,3.76355063155967
NOVA1,18,6,2.25236408776112
FCGBP,18,6,2.30407737320695
NPY1R,18,6,1.82336699682938
MUC4,18,6,1.50415603220102
MUC12,18,6,1.73181517335514
APLN,18,6,-2.62054102675261
GNG8,18,6,1.74281670746756
ATOH1,18,6,1.24492121241964
AQP12A,18,6,1.18532223724256
RFX6,18,6,2.77057006702587
INSM1,18,6,1.67287966161749
SLC17A8,18,6,4.53474277073228
SYT5,18,6,1.12195987646494
KCNB1,18,6,2.61130390598515
CHP2,18,4,3.03217897163502
ADRB1,18,4,1.60336379865807
GLP2R,18,4,2.62355414363737
VIPR1,18,4,1.34724129917033
PLP1,18,4,4.35243488745488
SCTR,18,4,1.49066258160995
HCAR2,18,4,-2.19539240385447
OPRD1,18,4,-1.0933413436805
NPY4R,18,4,1.20461944678041
CNR2,18,4,1.74809888578403
NPY4R2,18,4,1.20354770486673
RBFOX1,18,4,1.52592440190163
GPR55,18,4,1.32015880711841
CHRM5,18,4,1.6279749496406
NPFFR1,18,4,-1.714380005585
CLCA2,18,4,2.46050593357308
S100A2,18,4,-2.89946470110932
GLRA2,18,4,1.11345713321477
PCSK1N,18,4,1.94723184746652
ARHGEF25,18,4,1.12155091892214
SLC18A1,18,4,1.23705060264275
FOXD3,18,4,1.32687552517261
SYT9,18,2,1.5295150811528
STMN2,18,2,2.21566794851138
KCNH1,18,2,1.05195012838506
C15orf48,18,2,1.43423421219238
FAP,18,2,-2.57698000136123
SCGN,18,2,3.53185381122443
KLF9,18,2,1.34240524887613
GUCA2B,18,2,4.81193959372458
HCAR3,18,2,-2.39735057403482
RBM24,18,2,1.95433483499251
TMIGD1,18,2,4.70695522988847
NMUR1,18,2,1.06858541603166
RGS16,18,2,-1.51360057754541
NMB,18,2,-1.15185878868625
PTH1R,18,2,2.04403026928134
SYNGR1,18,2,1.48730926209215
BCAS1,18,2,1.74217297086605
VGF,18,2,-1.68162412616728
HES5,18,2,1.2754628713823
