"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene_ID"
28.4334660282298,0.678699806617231,0.521824985366261,1.30062727092468,0.193386067747754,0.243359992038862,"ENSG00000000003"
23.7942091231618,-1.07284216481822,0.636125012550245,-1.68652724488408,0.0916942920019464,0.125107877352459,"ENSG00000000005"
126.416197044989,-0.811604062496467,0.230511668050823,-3.52088061033651,0.000430116226716248,0.00095338506860091,"ENSG00000000419"
516.047526466288,-0.870640573989067,0.147378854142749,-5.90749995345857,3.47338427532488e-09,1.9492664639814e-08,"ENSG00000000457"
464.175428318019,-1.73312314988159,0.222536866308385,-7.78802711942513,6.80635751571248e-15,1.21104750358022e-13,"ENSG00000000460"
132.73293737362,1.26659188799026,0.39509367676095,3.2058014655512,0.00134686880813845,0.00271159171812464,"ENSG00000000938"
1354.37113203293,1.16861701638024,0.243137180763226,4.80641016199935,1.53664485238226e-06,5.31374851372683e-06,"ENSG00000000971"
218.118636422561,-0.0887584928570778,0.212893172290855,-0.416915638495987,0.676740114439706,0.724394270128967,"ENSG00000001036"
234.478963849008,0.0987242499312964,0.239654908396547,0.411943367201733,0.680380933323038,0.727741915099344,"ENSG00000001084"
178.547087857051,0.940122484428434,0.252469827555279,3.72370232725173,0.000196322389046103,0.000464069460488356,"ENSG00000001167"
64.4398435160271,-1.12609226360006,0.268623447624997,-4.19208476980054,2.76402671552089e-05,7.69116545575174e-05,"ENSG00000001460"
79.7327334399955,-0.231540927971546,0.333869044949049,-0.693508222683182,0.487990667405705,0.547468754291718,"ENSG00000001461"
335.173199612341,0.016135770532928,0.145676907228504,0.11076409322459,0.911803419550115,0.928562304169758,"ENSG00000001497"
53.6802711065918,0.230089040185581,0.34368976769285,0.669467239976745,0.503197471606067,0.561824023105953,"ENSG00000001561"
151.643093950547,2.80537494583691,0.464884012419525,6.03456963649088,1.59386887965194e-09,9.52290468664541e-09,"ENSG00000001617"
3287.4411331593,-1.48840049733537,0.35652963638265,-4.17468940993709,2.98392868865729e-05,8.24238827444959e-05,"ENSG00000001626"
865.641638757088,0.800896328634072,0.143595158864074,5.57746051447456,2.44055157897285e-08,1.17237453708919e-07,"ENSG00000001629"
27.5311322957164,0.661981899690518,0.601889443842322,1.09983969059929,0.271401975555181,0.328626680252964,"ENSG00000001630"
661.0344757793,0.0262146344564441,0.121403411880606,0.215929964820304,0.829042339485259,0.859302309100253,"ENSG00000001631"
244.431463381754,-0.954923335918435,0.210402647671358,-4.53855189793045,5.66418564692092e-06,1.77829084263796e-05,"ENSG00000002016"
110.165712195146,-0.359211050773793,0.292368637160786,-1.22862374795778,0.219212907391415,0.272176025892553,"ENSG00000002330"
374.397995941843,0.608258736853284,0.169373043854265,3.59123697025043,0.0003291122204705,0.000744243402047755,"ENSG00000002549"
422.139486580954,0.488467564284788,0.191024479922295,2.5570940671242,0.0105550670358926,0.0178772966524479,"ENSG00000002586"
191.677365244517,1.92721707509341,0.424848266888644,4.53624793907552,5.72638554816764e-06,1.79715531686959e-05,"ENSG00000002587"
222.330478151088,2.06970630972439,0.404008089083181,5.12293284627343,3.00819508131565e-07,1.18065063066865e-06,"ENSG00000002726"
23.2511918569106,1.28848795523939,0.703266423444492,1.83214769294483,0.0669294194151993,0.0946201316699252,"ENSG00000002745"
91.397765398881,3.07396700766971,0.517037686368046,5.9453441958224,2.75876544535383e-09,1.57524673465823e-08,"ENSG00000002746"
314.004625220368,1.10096251200649,0.195374775976185,5.63513128296918,1.74925027200405e-08,8.6773832390752e-08,"ENSG00000002822"
456.559913810963,1.29540938018023,0.229660657274792,5.64053676215975,1.6952086924523e-08,8.44130557921945e-08,"ENSG00000002834"
49.632937831282,-0.264531019341924,0.340201273325596,-0.777572102408769,0.43682131273793,0.498278603116429,"ENSG00000002919"
168.594599491129,2.19065003328162,0.309885483381871,7.06922444179835,1.55801982702913e-12,1.66052113143894e-11,"ENSG00000002933"
346.522311176602,0.624425304163734,0.142664654131641,4.3768746222702,1.20393180539147e-05,3.59152578213063e-05,"ENSG00000003056"
37.7983143472888,-0.198883804582815,0.455579581917938,-0.436551181125232,0.662436873796408,0.711277062446465,"ENSG00000003096"
338.831233797961,0.0857084417946101,0.217222985344476,0.394564330559642,0.693164442120788,0.73936960936067,"ENSG00000003147"
72.1694945440703,-1.77759163383243,0.424570389802761,-4.1868007673786,2.82913956151806e-05,7.85564217130626e-05,"ENSG00000003249"
614.255478695021,1.24710468776309,0.17679345358377,7.05402073709801,1.73820457371536e-12,1.83873506212054e-11,"ENSG00000003393"
