"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene_ID"
172.634690737033,-0.205340733167707,0.192991201478474,-1.06399012801944,0.287333171680812,0.416624082834586,"653635"
36.0663364678326,-0.0781904475898236,0.206255212611565,-0.379095619450247,0.704616859128226,0.794926941218422,"100996442"
47.1506998690641,0.148298107406191,0.257605239856262,0.575679700804761,0.564831698453574,0.682062156657585,"729737"
223.391761571793,-0.220381964293727,0.184156385932618,-1.19671095399518,0.231419235994477,0.354981675514102,"102723897"
34.0458469002381,0.0227317136694358,0.267054778495429,0.0851200409051093,0.932165957789642,0.957349677793146,"100132287"
4648.84795262506,-1.31561637612168,0.302179373686426,-4.353759689392,1.33822399677536e-05,0.000107856704608321,"113219467"
37.9767000498907,-0.0877362204448009,0.304390440866942,-0.288235794116653,0.773166251131407,0.845836161746663,"100133331"
17.1156955090198,0.057892812398813,0.447036121088904,0.129503656791303,0.896959131618369,0.934464466193031,"107984841"
21.47425507433,0.0421147260972275,0.47923065054288,0.0878798675533781,0.929972158051819,0.956040987518145,"107984847"
33.3307891554286,-0.190271549940779,0.321105014851479,-0.592552408528361,0.553480737125522,0.671933524742591,"100288069"
57.7320531237785,-0.632869336556225,0.241852693908816,-2.61675537422309,0.00887699340218738,0.0261752979020256,"105378580"
18.8719338641887,-0.786866640364008,0.422951766475805,-1.86041696177434,0.0628265567529756,0.128837812733863,"400728"
26.152012057691,0.214127499994499,0.304998125411522,0.702061692036911,0.482640691095602,0.610501279313946,"79854"
189.907271874763,0.348971788051591,0.224287568365912,1.5559123075527,0.119728946344027,0.214052421139859,"643837"
17.7987299496536,-0.0592418296024202,0.490497329788044,-0.120779107254305,0.903865998938646,0.938679223311616,"100130417"
101.473425539289,0.268423612034983,0.561785865526634,0.477804139453304,0.63278961463851,0.739724940791161,"107985728"
160.668146074028,0.308146507962091,0.214949080106574,1.43357909607851,0.151692412375815,0.256780529383156,"148398"
1032.71818420205,-0.0364894414279904,0.156787457470489,-0.23273189078188,0.815969603819909,0.877360356886664,"26155"
103.285692988102,0.776465128489912,0.271006236207585,2.86511904432766,0.00416852501684293,0.0140214023293808,"339451"
98.0788043312585,1.95233456608923,0.430583031964319,4.53416512300238,5.78317749088631e-06,5.32228885506443e-05,"84069"
11.7842404332535,2.06167177273547,0.60604534944947,3.40184406102331,0.000669328176311727,0.00300021774051004,"84808"
114.326552223476,2.05423369543262,0.385897994347895,5.32325569326667,1.01926314376064e-07,1.83858217965983e-06,"57801"
874.08914237137,2.00674405365404,0.385250461303319,5.20893355160468,1.89929111495745e-07,3.04267021913907e-06,"9636"
2992.86618154305,1.5781574249555,0.310445883635079,5.08351860387551,3.70506270244257e-07,5.29869833800487e-06,"375790"
32.4043973538339,0.225455004360965,0.33681169470099,0.669379976728886,0.503253121159378,0.62795157101987,"105378948"
99.9464530392505,0.391152171964454,0.260044629616014,1.50417323573279,0.132536767192831,0.231347894118908,"54991"
112.140092528327,-0.596774511329359,0.346982906195685,-1.71989599681548,0.0854513483441445,0.164800161145255,"406984"
149.993040395041,-0.47338145071199,0.361773803439706,-1.3085011855782,0.190703372707863,0.306683821304082,"406983"
36.2421598117133,-0.605667936619152,0.348130779833217,-1.73977129201077,0.0818991852746086,0.159353575240967,"554210"
50.0346591639939,-0.621706556716373,0.475214846970483,-1.30826416868029,0.190783723943632,0.306746830254688,"8784"
36.3639825079606,0.367129681757059,0.34387405430163,1.06762832835021,0.285688199929435,0.414730552173463,"7293"
2669.67548458107,-0.617389390627423,0.191100797121184,-3.23070023740359,0.00123487374172612,0.00504082539957851,"51150"
152.654317125503,0.393705716363447,0.183526332693009,2.14522739372781,0.0319346703856639,0.074562040871266,"126792"
67.9347845972842,-3.04648702336661,0.535562053407359,-5.68839223015188,1.28241002492216e-08,3.24804312524134e-07,"388581"
320.086787130928,-0.225156870460144,0.171662379214332,-1.31162617861087,0.189646295692053,0.305295739925722,"118424"
30.2781618958223,-0.543201428950656,0.279083810134933,-1.94637384622213,0.0516098488761693,0.109675543947988,"101928895"
54.2157376496356,-1.18237557053292,0.28553761333098,-4.14087502077134,3.45983444979013e-05,0.000241746631548844,"6339"
698.739169271353,-0.0570987807932635,0.257223831810171,-0.221980912077392,0.824328742611223,0.883242740962424,"116983"
85.3698257715777,0.0651237798780177,0.185326277109147,0.351400680431644,0.725287771993233,0.810884129836405,"126789"
863.558008025865,-0.315759001354922,0.164202080392271,-1.92299026054109,0.0544812730197469,0.114594739143498,"54973"
363.592670249285,-1.0279453242043,0.223617485392863,-4.59689152839884,4.28840729975568e-06,4.18849889108124e-05,"80772"
77.1668998343094,-0.314885285148735,0.363566688163514,-0.866100485551405,0.386435058957846,0.51845067737817,"83756"
1127.25803114223,0.201344088768141,0.24177311104942,0.832781147143302,0.404968169242624,0.536688930083555,"1855"
2179.0905642388,2.20213855583311,0.380748232969799,5.78371313415335,7.30695059644049e-09,2.03401245920192e-07,"54587"
590.54306553843,-0.655873940528709,0.217013146111531,-3.02227746235996,0.00250880473770357,0.00916354922111505,"54998"
3081.2039184425,0.149020275442129,0.138970371046686,1.07231688538895,0.28357772510433,0.412698182729727,"81669"
218.560493676597,-0.28547434160499,0.177837917382771,-1.60525013903839,0.108438767306508,0.198248261594121,"148413"
345.002377893287,-0.15624256617457,0.135138982909401,-1.15616206967694,0.247614871344335,0.372757810376754,"55052"
61.5240395453215,0.899119356760011,0.435551925684394,2.0643218494493,0.0389872107242355,0.0876811658879249,"441869"
