Gene_ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
653635,466.522575877482,-0.206677619247733,0.375021021433026,-0.551109424367677,0.581558665303142,0.864142639206677
100996442,17.8084175401984,-0.619919192959901,0.442494334697742,-1.40096526520132,0.161224460309165,0.570264866483711
729737,131.208777060758,-0.116788891480811,0.396643870148996,-0.294442698526869,0.768419643466275,0.933788935425957
102723897,486.202647724681,-0.280580946968727,0.378010651495751,-0.742256721757696,0.457931807831948,0.802878829978763
112268260,8.2297250414586,-0.410297509219565,0.461885696091355,-0.888309624419313,0.374374224025908,
100132287,71.9948750370822,-0.211500210759868,0.34033427995426,-0.621448450001256,0.534304602317098,0.839132845676906
113219467,7072.56647729595,0.287856474607852,0.276066208193655,1.04270811154811,0.297083499913155,0.696555875096988
100133331,79.3048355903036,-0.229947584547719,0.326472513823555,-0.704339798332905,0.481221187230275,0.81219082552558
105378580,11.7464422598473,-0.295702335874333,0.6070629300513,-0.487103265965103,0.626185152067976,
79854,20.2993900466255,0.508265453597408,0.365956888267745,1.3888670220235,0.164873190235375,0.575746450635056
643837,220.507996087343,0.309168774819652,0.429854479040511,0.719240556733887,0.471992714509514,0.809071576123119
284600,11.6021655633265,0.371354394932675,0.723513473816447,0.513265348016015,0.60776571985982,
100130417,106.203331000581,-0.210057081413999,0.599114526406409,-0.350612565971247,0.725879028020297,0.922174981815221
107985728,40.2984074957151,-0.0985311314936462,0.439741303114198,-0.224066128871361,0.822705847666093,0.951069160070477
148398,421.345052982711,0.565357054132906,0.347844103733897,1.62531734206255,0.104094958115772,0.494564643236893
26155,806.99765349054,0.340043661372219,0.269633277376768,1.26113388035952,0.207260615746794,0.617038745420686
339451,121.185773173619,-0.323628568664515,0.383511623798869,-0.843855957894617,0.398749901571332,0.76851023964456
84069,88.0220403997608,0.903062724632459,1.10206061778009,0.819431082159094,0.412540507355939,0.778210550917188
84808,31.0912987332359,1.39769810055496,0.978561486068665,1.4283191403436,0.153200021111587,0.560564026827838
57801,371.301374781553,0.854720278662839,0.421032976533022,2.03005542630175,0.0423509056404886,0.371603692737634
9636,1978.45432077433,2.17241111948601,0.845641080528796,2.56895173319579,0.0102006664246911,0.231938651591182
375790,1859.45372010372,-0.726577791227207,0.666384819274839,-1.09032764584564,0.275568841338485,0.679923857429153
105378948,20.846413160148,-0.9465337619441,0.609301090748488,-1.55347458968331,0.12030979528216,0.520204095017141
54991,194.239451297936,0.0895392710227075,0.434742918519521,0.20595912482629,0.83682284040255,0.954169781426593
254173,11.2335050467729,-1.19230627929529,0.60120773401788,-1.98318519844562,0.0473467466147679,
8784,72.2259821794055,1.17638459764724,0.78442600091062,1.49967568168521,0.133698432830733,0.538565703880826
7293,84.8915681157863,1.17932799479014,0.608507831659348,1.93806543388967,0.0526152399472882,0.397173385984095
51150,1686.37117429692,0.354512619227959,0.190329997218817,1.86262083963772,0.0625156302404044,0.421096836375859
126792,461.476220575368,0.197612314479854,0.32863467803231,0.601313031427638,0.547631511606654,0.84667125815043
388581,40.4441610534085,0.863493605291337,0.694759911760749,1.24286619114647,0.213917146066223,0.623981733886351
118424,556.998429943585,0.400605187953932,0.233221812574589,1.71770034514165,0.0858512863841814,0.466869056558077
101928895,24.5063309983921,-1.07782114960612,0.365136522371215,-2.95183057177269,0.00315896210440796,0.143081807901933
6339,163.974178766047,-0.136975999818588,0.405148920796334,-0.338088028346112,0.735296851915904,0.923554306973313
116983,904.812729653972,0.0606594179299332,0.457298987333982,0.132647173096912,0.894472423297554,0.972959417722552
126789,238.351388913803,0.509902421819178,0.379368124561612,1.3440834609086,0.178921399696321,0.590403844120125
54973,1078.43888069763,0.0113705525939696,0.332640501216133,0.0341827064124751,0.972731456765681,0.993355734267073
80772,235.043945347298,-0.163518188438211,0.379200026533451,-0.431218821193268,0.666309270012372,0.899551085637197
83756,16.9745834552666,0.181253310901401,0.517005147324815,0.350583184402081,0.725901073703088,0.922174981815221
1855,903.587978100339,-0.031507315501795,0.411668333371866,-0.0765356792049729,0.93899292930761,0.984596252526076
54587,2468.7479905977,0.597522291510085,0.569762552498267,1.04872159268821,0.294306273274397,0.695041676151889
54998,2091.59600719307,0.608219582516086,0.395920009518606,1.53621834687166,0.124484837729631,0.526815683824273
81669,2676.78158951986,-0.111884286969041,0.280987692348344,-0.398182162478264,0.690495913502272,0.907860741986909
148413,331.863079968527,0.0114186508076053,0.251797151567676,0.0453486099287199,0.963829442145833,0.991013825709976
55052,1544.91131968851,0.533918649226649,0.261076916144861,2.04506264709515,0.0408486822373052,0.365226641954387
107984868,12.7115378407862,-0.598400006914499,0.646153958433565,-0.926095087872195,0.354396566532932,
441869,231.12706243772,-0.0183728067607091,0.638011547204045,-0.0287969815612651,0.977026508248249,0.993966822346283
105378585,8.94135732947031,-0.494856638632853,0.6682716935607,-0.740502169104525,0.458995345500535,
102724312,36.1714502706144,-0.71485921480751,0.494641509025057,-1.44520668355655,0.148399839641642,0.555434644786701
64856,1206.52134701116,-0.261643027393078,0.332118031745615,-0.787801330803632,0.430812922523159,0.790671092896297
219293,146.657912962956,-0.499437466728509,0.394097147022904,-1.2672953115783,0.205049716321327,0.614267442237453
83858,643.962367621836,0.593941222014945,0.445182958260093,1.33415084965571,0.182154423753443,0.593070033776745
55210,444.143361397186,0.608847207563039,0.403631604445767,1.5084230294579,0.131446292590315,0.535431745056204
339453,26.7986885226384,0.182304687885682,0.542758536427967,0.335885436432702,0.736957259738775,0.924073109889935
