sample,condition
GSM2810102,Normal
GSM2810103,Normal
GSM2810104,Normal
GSM2810105,Normal
GSM2810106,Normal
GSM2810107,Normal
GSM2810114,Cancer
GSM2810115,Cancer
GSM2810116,Cancer
GSM2810117,Cancer
GSM2810118,Cancer
GSM2810119,Cancer
