sample,condition
GSM4998462,Normal
GSM4998463,Normal
GSM4998464,Normal
GSM4998465,Normal
GSM4998466,Normal
GSM4998467,Normal
GSM4998468,Normal
GSM4998469,Normal
GSM4998470,Cancer
GSM4998471,Cancer
GSM4998472,Cancer
GSM4998473,Cancer
GSM4998474,Cancer
GSM4998475,Cancer
GSM4998476,Cancer
GSM4998477,Cancer
