sample,condition
GSM8315936,Cancer
GSM8315935,Cancer
GSM8315934,Normal
GSM8315933,Cancer
GSM8315932,Cancer
GSM8315931,Cancer
GSM8315930,Cancer
GSM8315929,Normal
GSM8315928,Cancer
GSM8315927,Cancer
GSM8315926,Cancer
GSM8315925,Cancer
GSM8315924,Cancer
GSM8315923,Cancer
GSM8315922,Normal
GSM8315921,Cancer
GSM8315920,Cancer
GSM8315919,Normal
GSM8315918,Cancer
GSM8315917,Normal
