sample,condition
GSM6589227,Normal
GSM6589226,Normal
GSM6589225,Normal
GSM6589224,Normal
GSM6589223,Normal
GSM6589222,Normal
GSM6589221,Normal
GSM6589240,Cancer
GSM6589239,Cancer
GSM6589238,Cancer
GSM6589237,Cancer
GSM6589236,Cancer
GSM6589235,Cancer
GSM6589234,Cancer
GSM6589233,Cancer
GSM6589232,Cancer
GSM6589231,Cancer
GSM6589230,Normal
GSM6589229,Normal
GSM6589228,Normal
