sample,condition
GSM3020198,Normal
GSM3020199,Normal
GSM3020200,Normal
GSM3020201,Normal
GSM3020202,Normal
GSM3020203,Normal
GSM3020205,Cancer
GSM3020206,Cancer
GSM3020207,Cancer
GSM3020208,Cancer
GSM3020209,Cancer
GSM3020210,Cancer
GSM3020197,Normal
GSM3020204,Cancer
