sample,condition
GSM4505876,Normal
GSM4505877,Normal
GSM4505878,Normal
GSM4505879,Normal
GSM4505880,Normal
GSM4505881,Normal
GSM4505882,Normal
GSM4505883,Normal
GSM4505884,Normal
GSM4505885,Normal
GSM4505886,Cancer
GSM4505887,Cancer
GSM4505888,Cancer
GSM4505889,Cancer
GSM4505890,Cancer
GSM4505891,Cancer
GSM4505892,Cancer
GSM4505893,Cancer
GSM4505894,Cancer
GSM4505895,Cancer
