sample,condition
GSM5106074,Normal
GSM5106075,Normal
GSM5106076,Normal
GSM5106077,Cancer
GSM5106078,Cancer
GSM5106079,Cancer
GSM5106080,Normal
GSM5106081,Normal
GSM5106082,Normal
GSM5106083,Cancer
GSM5106084,Cancer
GSM5106085,Cancer
