sample,condition
GSM802463,Cancer
GSM802464,Normal
GSM802465,Normal
GSM802466,Normal
GSM802467,Normal
GSM802468,Normal
GSM802457,Cancer
GSM802458,Cancer
GSM802459,Cancer
GSM802460,Cancer
GSM802461,Cancer
GSM802462,Cancer
