sample,condition
GSM5828370,Normal
GSM5828369,cancer
GSM5828368,Normal
GSM5828367,cancer
GSM5828366,Normal
GSM5828365,cancer
GSM5828364,Normal
GSM5828363,cancer
GSM5828362,Normal
GSM5828361,cancer
GSM5828360,Normal
GSM5828359,cancer
