Cluster,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
colorectal,GO:0006814,sodium ion transport,74/1961,255/18860,0.290196078431373,2.79097299297077,9.80871044105258,8.47517519016954e-17,4.96136755632525e-13,3.83791617559046e-13,6583/6548/162514/2903/6340/92745/9963/54997/54795/11261/6584/6534/201780/54716/1909/288/6335/183/53827/6535/6330/255738/6533/340024/5025/8884/57282/6338/41/2981/10050/83959/5270/1188/8671/23327/130497/6332/285195/5187/6328/6549/5348/11280/482/6550/477/3777/6547/6446/6554/11254/5349/6568/64849/1813/1272/9058/2902/57731/6558/115584/6327/1259/286183/64078/159963/1756/55089/1261/53826/246213/6532/55800,74
colorectal,GO:0035725,sodium ion transmembrane transport,58/1961,187/18860,0.310160427807487,2.98298096300316,9.28324738007042,7.28004194728418e-15,2.13086827797008e-11,1.64835476090613e-11,6548/162514/2903/6340/92745/9963/54997/54795/11261/6534/54716/6335/183/53827/6535/6330/255738/6533/340024/8884/57282/6338/41/10050/83959/8671/23327/130497/6332/285195/6328/6549/5348/11280/482/6550/477/3777/6547/11254/5349/6568/64849/9058/2902/6558/115584/6327/1259/64078/159963/1756/55089/1261/53826/246213/6532/55800,58
colorectal,GO:0042445,hormone metabolic process,66/1961,246/18860,0.268292682926829,2.58031616522183,8.49883319381398,2.40866391084064e-13,4.70010617802036e-10,3.63581478752155e-10,5126/7038/3294/290/10170/79154/5125/57016/3624/54577/6469/54659/653/5959/54884/54658/54576/650/54600/84649/1511/6338/6696/8614/125/441282/53919/1646/9060/51301/2494/4224/7173/2908/1215/10858/7366/126/405753/90527/1056/2690/7367/27284/51083/54905/56603/1562/1734/3284/10699/10202/124/4311/1576/1589/130/590/3249/50506/27344/115111/8912/1393/5653/8608,66
colorectal,GO:0010038,response to metal ion,81/1961,351/18860,0.230769230769231,2.21943278547052,7.85574851237117,3.20442119304763e-12,4.43929636014888e-09,3.43406270860419e-09,3651/9378/63928/9076/3815/4493/595/288/4499/6609/891/79085/3756/596/27132/6469/55532/57817/4494/4495/5025/2696/9456/7782/6833/55512/2354/3158/144402/3706/4501/7474/7036/79901/1894/4496/6261/5243/4208/2562/1800/4502/6263/477/3777/6556/7780/55503/983/1813/845/9058/3552/3778/6558/2167/5563/4017/57699/10235/4489/342618/3625/3934/6279/7020/5350/158062/7139/1261/2742/1373/4583/84059/8912/1393/5009/4884/3779/3745/4504,81
colorectal,GO:0043269,regulation of monoatomic ion transport,96/1961,449/18860,0.21380846325167,2.05631189032458,7.71692490471659,3.79167779308924e-12,4.43929636014888e-09,3.43406270860419e-09,3627/162514/2903/6373/54997/11261/6844/815/1909/288/596/183/150/2149/53827/2906/57817/6330/5023/57214/255738/2946/8787/5025/170850/9456/6833/4283/4318/64805/8614/79026/57628/6717/766/5270/760/1908/56704/2641/2904/84502/5243/4985/23327/2147/389816/130497/6387/5187/287/5348/6781/5028/3755/5205/6352/482/477/80333/5349/5174/5593/51083/1813/3270/845/1272/2852/2902/7070/57731/196051/2273/6327/115352/930/3934/5350/286183/1128/931/1756/4638/53826/9465/9472/3772/29763/6532/816/1804/30818/57158/117/55800,96
colorectal,GO:0030198,extracellular matrix organization,77/1961,331/18860,0.232628398791541,2.23731341214098,7.73633648845887,7.22985585341209e-12,6.51140185089672e-09,5.03696091966945e-09,4316/60495/5268/4147/3673/8516/79148/4312/92949/7045/183/8425/4321/4319/4314/2191/650/25890/1301/7148/1511/55512/1310/4318/6662/84830/5212/81792/55612/60681/23213/4982/11174/25975/4320/1288/4239/8313/1303/1805/2824/1290/10630/1215/2192/7177/7092/1515/1277/9510/2295/871/283208/9509/284217/1311/1278/6624/25903/57188/151887/1282/4017/6423/4629/1991/4148/3249/84627/10218/1280/3569/4322/2303/7448/170692/5645,77
colorectal,GO:0043062,extracellular structure organization,77/1961,332/18860,0.231927710843374,2.23057451632128,7.70602319828778,8.47512316007105e-12,6.51140185089672e-09,5.03696091966945e-09,4316/60495/5268/4147/3673/8516/79148/4312/92949/7045/183/8425/4321/4319/4314/2191/650/25890/1301/7148/1511/55512/1310/4318/6662/84830/5212/81792/55612/60681/23213/4982/11174/25975/4320/1288/4239/8313/1303/1805/2824/1290/10630/1215/2192/7177/7092/1515/1277/9510/2295/871/283208/9509/284217/1311/1278/6624/25903/57188/151887/1282/4017/6423/4629/1991/4148/3249/84627/10218/1280/3569/4322/2303/7448/170692/5645,77
colorectal,GO:0045229,external encapsulating structure organization,77/1961,333/18860,0.231231231231231,2.22387609435034,7.67581752831834,9.92586410900513e-12,6.51140185089672e-09,5.03696091966945e-09,4316/60495/5268/4147/3673/8516/79148/4312/92949/7045/183/8425/4321/4319/4314/2191/650/25890/1301/7148/1511/55512/1310/4318/6662/84830/5212/81792/55612/60681/23213/4982/11174/25975/4320/1288/4239/8313/1303/1805/2824/1290/10630/1215/2192/7177/7092/1515/1277/9510/2295/871/283208/9509/284217/1311/1278/6624/25903/57188/151887/1282/4017/6423/4629/1991/4148/3249/84627/10218/1280/3569/4322/2303/7448/170692/5645,77
colorectal,GO:0009410,response to xenobiotic stimulus,94/1961,443/18860,0.212189616252822,2.04074256120766,7.55098067145328,1.00106963884644e-11,6.51140185089672e-09,5.03696091966945e-09,4316/2903/134147/8647/3651/66002/6799/3673/595/7804/3553/5139/4609/1019/6609/891/79762/2523/54577/32/3291/596/54659/8438/54575/54578/2946/54658/54576/54600/8824/6338/6833/2354/3158/54498/2030/23491/25788/1869/1063/768/5243/6422/4208/2562/2944/10858/7098/11280/7366/6663/6750/1503/1277/7367/3777/2330/6554/27284/5138/51083/54905/79799/1813/1244/56603/1562/2902/2016/5563/9153/6423/1555/3934/10/7161/64078/2938/94274/1576/590/28234/1373/442038/26050/7345/6532/1393/5009/268/117/2327/13,94
colorectal,GO:0006936,muscle contraction,83/1961,372/18860,0.223118279569892,2.14584944043252,7.60364241842104,1.12581770866464e-11,6.5905368665228e-09,5.0981766133424e-09,9499/6548/6641/3815/54795/3673/4151/1909/6335/1134/150/2149/6535/6330/5023/2946/5025/9456/6338/6717/1113/3352/23213/1908/56704/8082/6261/84502/23327/9127/10874/10316/6332/80852/3363/287/6328/2934/5348/6781/11280/6263/124093/1160/477/51761/6547/1813/1311/51086/3270/845/1907/2852/59341/3778/1410/6327/2775/5350/6442/93649/8877/1756/4629/7139/25802/4638/5021/1180/4622/8912/57057/29119/7137/1264/1674/23336/57158/7138/55800/10398/3741,83
colorectal,GO:0003012,muscle system process,100/1961,485/18860,0.206185567010309,1.98299836502521,7.47098070931349,1.2790793495856e-11,6.80702773861284e-09,5.26564532240887e-09,9499/6548/6641/4653/3815/54795/3673/4151/1909/6335/3553/1134/32/183/150/2149/6535/9314/6330/5023/2946/5025/9456/9569/5152/6338/6833/6717/1113/3352/23213/1908/56704/8082/6261/84502/23327/9127/10874/10316/6332/80852/3363/287/6328/2934/221476/5348/6781/5028/11280/6263/124093/1160/477/4211/51761/6547/1813/1311/51086/3270/845/3479/1907/2852/59341/51676/3778/1410/8862/6327/2775/5350/6442/93649/8877/1756/4629/7139/25802/4638/5021/9472/9464/1180/4622/816/8912/57057/29119/7137/1264/1674/23336/57158/7138/55800/10398/3741,100
colorectal,GO:0051216,cartilage development,56/1961,216/18860,0.259259259259259,2.49343683305947,7.51989559241609,6.67576265778161e-11,3.2566595498878e-08,2.51922201348917e-08,1836/1116/340419/960/7045/653/85477/2487/651/650/1301/7076/55512/3232/94/633/4488/6662/81792/7474/2254/23213/655/7704/8313/2494/55553/8538/4208/130497/6615/6781/5745/7481/4487/2690/8840/1277/389125/871/5593/4969/388585/1311/4613/59341/4017/6423/5307/8817/7483/4256/4148/9464/1280/4322,56
colorectal,GO:0071466,cellular response to xenobiotic stimulus,53/1961,202/18860,0.262376237623762,2.52341450361252,7.41530212579784,1.33525550089754e-10,6.01275823250325e-08,4.65123009300505e-08,134147/8647/66002/6799/3553/4609/2523/54577/54659/54575/54578/2946/54658/54576/54600/8824/54498/2030/23491/1869/5243/4208/2944/10858/7098/7366/6663/7367/2330/6554/27284/5138/54905/79799/1244/56603/1562/2902/5563/9153/1555/10/64078/2938/94274/1576/590/28234/442038/7345/1393/2327/13,53
colorectal,GO:0006935,chemotaxis,95/1961,474/18860,0.20042194092827,1.9275664487033,6.96719872885024,2.11477946856812e-10,8.84279929214125e-08,6.84043704795491e-08,1237/2277/4233/3627/6092/3576/1946/8600/6373/3815/54795/11240/3570/3673/57556/1672/79148/3553/6374/56920/3897/80310/1902/8633/80031/1238/5025/6368/1511/4283/64805/4916/51176/9723/3730/7474/1113/6358/1908/2921/6586/2919/4282/54210/5328/1269/387695/7473/8061/6369/9423/6387/2920/26228/1800/5764/56477/2045/59352/6280/6846/7130/6352/2826/5054/414062/2358/9353/1907/3084/59341/7857/223117/2357/6558/2255/2047/3579/6372/5196/11251/6366/6279/8817/51561/1991/6355/6364/3577/6288/3569/10803/2155/6363/10584,95
colorectal,GO:0042330,taxis,95/1961,476/18860,0.199579831932773,1.91946743001127,6.92129634838749,2.67748092976855e-10,1.00348626293524e-07,7.76256972856598e-08,1237/2277/4233/3627/6092/3576/1946/8600/6373/3815/54795/11240/3570/3673/57556/1672/79148/3553/6374/56920/3897/80310/1902/8633/80031/1238/5025/6368/1511/4283/64805/4916/51176/9723/3730/7474/1113/6358/1908/2921/6586/2919/4282/54210/5328/1269/387695/7473/8061/6369/9423/6387/2920/26228/1800/5764/56477/2045/59352/6280/6846/7130/6352/2826/5054/414062/2358/9353/1907/3084/59341/7857/223117/2357/6558/2255/2047/3579/6372/5196/11251/6366/6279/8817/51561/1991/6355/6364/3577/6288/3569/10803/2155/6363/10584,95
colorectal,GO:0043270,positive regulation of monoatomic ion transport,51/1961,194/18860,0.262886597938144,2.52832291540714,7.28883272032639,2.75126753044831e-10,1.00348626293524e-07,7.76256972856598e-08,3627/162514/6373/54997/11261/815/1909/288/150/2149/53827/6330/5023/57214/5025/9456/6833/4283/64805/6717/1908/2641/2147/389816/6387/287/5348/6781/5028/6352/482/5349/51083/1272/2852/2902/7070/2273/6327/930/3934/1128/931/4638/53826/9465/9472/6532/57158/117/55800,51
colorectal,GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,65/1961,279/18860,0.232974910394265,2.24064600205805,7.1118578006571,2.91412136486147e-10,1.00348626293524e-07,7.76256972856598e-08,9499/4359/6092/9378/9620/1946/1828/57549/634/1830/54798/3557/137075/57126/9076/84962/1001/53841/4680/53834/9075/84665/3897/54825/28513/23284/53827/27253/57453/9314/650/1951/5101/64881/152330/1825/81607/256158/5754/147409/253559/94030/9073/11122/30835/57863/5068/51208/57526/64072/56127/84623/7122/8404/23562/5010/6900/26050/145581/6401/9080/9752/22865/392617/1088,65
colorectal,GO:0006959,humoral immune response,69/1961,307/18860,0.224755700325733,2.16159740343872,6.99013192254744,4.41342346637064e-10,1.42435272006882e-07,1.10182248786004e-07,5968/3627/4316/725/3576/6373/4852/722/1672/3553/6374/596/57817/9156/1675/6368/1511/4283/3960/717/6358/124976/2921/2919/7432/629/54210/2147/6369/4208/5450/6387/116842/2920/730/1380/56477/3512/6280/6846/6352/5068/5967/2208/414062/6556/1191/10406/3426/354/6372/1671/5196/6366/8547/10417/8346/931/1991/6355/280664/6364/733/56832/3569/729/6363/10584/5645,69
colorectal,GO:0006805,xenobiotic metabolic process,40/1961,135/18860,0.296296296296296,2.84964209492511,7.34702124852949,5.05279528294781e-10,1.42435272006882e-07,1.10182248786004e-07,134147/8647/66002/6799/54577/54659/54575/54578/2946/54658/54576/54600/8824/54498/2030/23491/5243/2944/10858/7366/7367/2330/27284/54905/79799/1244/56603/1562/2902/9153/1555/10/64078/2938/1576/590/28234/442038/2327/13,40
colorectal,GO:0048732,gland development,91/1961,454/18860,0.200440528634361,1.92774521674862,6.81623516667497,5.07232641300785e-10,1.42435272006882e-07,1.10182248786004e-07,4233/6583/7038/5268/3651/6790/634/8600/2263/9076/3673/595/6943/144455/128239/4830/1909/9148/54577/596/6997/6469/2487/54575/5105/255738/54576/650/54600/374/10370/3232/3158/23322/4488/6662/2030/51176/8140/7472/7474/5270/23213/655/5629/9480/5243/7166/2322/159296/2494/7473/6422/5361/5241/9423/2908/64220/25928/151449/5764/2049/675/6663/7481/4487/29842/64478/10913/284217/1813/3479/3084/7498/8862/2255/51804/3625/5307/3642/3249/1373/5021/10481/55679/9464/5009/3569/7448/8456/8626,91
colorectal,GO:0009636,response to toxic substance,63/1961,270/18860,0.233333333333333,2.24409314975353,7.0139507179376,5.10956732515292e-10,1.42435272006882e-07,1.10182248786004e-07,9963/343/9076/9429/4493/2168/4151/6584/79849/57016/1909/6335/4499/23657/891/54577/596/2053/55532/4747/54575/4494/2946/4495/948/7782/140803/4501/366/655/9588/4496/5243/4985/2878/4353/7173/2944/6581/11280/4502/6280/6352/5582/6556/11254/5174/983/1813/5742/6327/5743/4489/10202/3625/3934/2938/259/1373/50506/4583/6532/4504,63
colorectal,GO:0071248,cellular response to metal ion,49/1961,186/18860,0.263440860215054,2.53365355617334,7.16032417591147,5.6664738622401e-10,1.50779718134334e-07,1.16637179690703e-07,9378/63928/9076/4493/288/4499/6609/891/79085/3756/27132/6469/4494/4495/5025/55512/2354/144402/3706/4501/7474/7036/1894/4496/6261/4208/2562/1800/4502/6263/3777/6556/9058/6558/2167/5563/57699/10235/4489/342618/3625/7020/2742/84059/8912/1393/4884/3745/4504,49
colorectal,GO:0010959,regulation of metal ion transport,79/1961,377/18860,0.209549071618037,2.01534701209392,6.78369889115747,8.42563214439461e-10,2.14450654666461e-07,1.65890478193069e-07,3627/162514/6373/54997/11261/6844/815/288/596/183/150/2149/53827/57817/6330/5023/57214/255738/2946/8787/5025/170850/9456/6833/4283/8614/57628/6717/5270/1908/56704/2641/84502/4985/23327/2147/389816/130497/6387/5187/287/5348/6781/3755/6352/482/477/80333/5349/51083/1813/3270/845/1272/2852/2902/7070/57731/196051/2273/6327/115352/930/3934/5350/286183/931/1756/4638/53826/9465/9472/29763/816/1804/30818/57158/117/55800,79
colorectal,GO:0061448,connective tissue development,68/1961,307/18860,0.221498371335505,2.13026990483816,6.80161277867446,1.13468431814482e-09,2.74072090671845e-07,2.12011244505831e-07,54795/1836/3570/1116/340419/960/7045/653/80310/9971/85477/2487/651/650/84649/1301/7076/55512/3232/3158/94/2981/633/4488/6662/81792/7474/2254/23213/655/7704/8313/2494/55553/10891/8538/4208/130497/6615/151449/6781/5745/7481/4487/84985/2690/8840/1277/389125/871/5593/4969/388585/1311/3479/4613/59341/4017/6423/5307/8817/7483/4256/4148/9464/1280/4322/2303,68
colorectal,GO:0097485,neuron projection guidance,58/1961,244/18860,0.237704918032787,2.28613704951472,6.88821352528221,1.17044794444758e-09,2.74072090671845e-07,2.12011244505831e-07,9211/9499/1944/6092/9378/170302/1946/57549/2676/5794/4147/57556/1909/84665/56920/3897/6469/57453/8633/80031/284656/4684/1951/8399/10752/9723/3730/152330/7474/655/1908/256158/6586/10381/3800/5754/7473/5361/25894/9423/6387/151449/2049/2045/59352/3798/9353/5649/1272/2596/223117/474/2047/4009/6900/2128/4804/115557,58
colorectal,GO:0042886,amide transport,72/1961,338/18860,0.21301775147929,2.04870718658817,6.6272946299285,2.24651537573652e-09,4.92175782220107e-07,3.80727566416288e-07,4316/3651/92745/1946/8600/343/3557/364/9429/54795/2767/3553/23657/80157/150/9971/51228/6659/8884/2696/6833/55512/7447/6755/6717/111/1113/366/760/7036/1908/2641/7432/5243/8431/6616/2147/10874/5579/51085/91608/30835/6804/6352/7425/225/640/2151/2350/131177/51083/64849/130399/1813/388581/2852/59341/114131/6564/8862/3625/4760/2775/6279/222546/2348/84417/1393/3569/3745/3741/26154,72
colorectal,GO:0042391,regulation of membrane potential,92/1961,474/18860,0.194092827004219,1.86669592927057,6.50998403958557,2.27002837716824e-09,4.92175782220107e-07,3.80727566416288e-07,4233/6548/2903/2898/5366/9378/56853/4653/3742/54795/2900/153/1811/2767/2893/288/6335/340273/131096/2899/1134/3756/596/183/2906/56479/6330/5023/5831/948/5025/170850/6833/41/4355/4916/2030/83959/2892/2904/8671/4985/23327/1269/55022/9127/4208/6332/2562/287/6328/5348/4915/11280/57502/140730/3755/54831/6804/482/477/1139/3777/23415/6547/2537/5649/1813/3738/845/2852/2902/3778/114131/2273/6327/66000/5350/1128/1756/2742/9465/9472/2901/1180/6532/8912/2563/29119/3745/55800/3741,92
colorectal,GO:0007411,axon guidance,57/1961,243/18860,0.234567901234568,2.25596665848238,6.71265028731906,2.74651928467153e-09,5.74218710445254e-07,4.44192705363042e-07,9211/9499/1944/6092/9378/170302/1946/57549/2676/5794/4147/57556/1909/84665/56920/3897/6469/57453/8633/80031/284656/4684/1951/8399/10752/9723/3730/152330/7474/655/1908/256158/6586/10381/3800/5754/7473/25894/9423/6387/151449/2049/2045/59352/3798/9353/5649/1272/2596/223117/474/2047/4009/6900/2128/4804/115557,57
colorectal,GO:0007409,axonogenesis,91/1961,472/18860,0.192796610169492,1.85422950933024,6.40244632038504,3.92295109541169e-09,7.91895024570346e-07,6.12578425134704e-07,9211/9499/1944/6092/9378/9620/139065/170302/1946/57549/2676/54798/2263/5794/4147/575/57556/1909/288/84665/56920/3897/54825/596/6469/57453/4747/1496/8633/80031/284656/4684/1951/8399/51330/10752/4916/6696/9723/3730/152330/7474/140578/655/1908/256158/6586/10381/3800/5754/7473/25894/9423/6387/4915/151449/2049/11280/2045/59352/3798/9201/4135/81569/51761/6285/9353/10090/5649/1813/1272/1907/2596/223117/7070/57731/56963/5803/474/2047/4009/6900/26050/7345/2128/4804/115557/4884/22865/84189/4504,91
colorectal,GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,38/1961,135/18860,0.281481481481482,2.70715999017886,6.78106362138739,6.6384836931064e-09,1.29538945131483e-06,1.00206164378048e-06,5968/3627/4316/3576/6373/4852/1672/6374/57817/6368/4283/3960/6358/2921/2919/7432/2147/6369/6387/116842/2920/56477/6280/6846/6352/5068/5967/414062/354/6372/1671/5196/6366/8346/1991/6355/6364/6363,38
colorectal,GO:0015711,organic anion transport,89/1961,466/18860,0.190987124463519,1.83682670442732,6.23100388638954,9.32479027856024e-09,1.76088136421586e-06,1.36214763254215e-06,6583/206358/8647/92745/634/8600/9963/284427/9429/1836/2168/1811/6534/201780/54716/3553/123264/28231/9075/23657/79085/32/54659/2149/6535/762/9971/51228/57181/196500/266675/80131/200931/6533/948/5025/8884/6578/8399/55065/57282/6833/80727/10050/83959/8140/53919/1381/353189/4282/63910/8671/5243/6518/220963/6581/4828/4915/219855/54831/5205/10998/225/477/6554/6556/11254/2350/6513/6568/64849/1813/1244/9058/2169/6558/2167/5743/5375/151176/159963/55089/28234/2348/246213/115111/340146/6517/115072896,89
colorectal,GO:0015698,inorganic anion transport,44/1961,174/18860,0.252873563218391,2.43202213273781,6.46448312788903,1.62537888171596e-08,2.97342749173913e-06,2.30012498327041e-06,1183/7038/29127/54102/1836/4948/1811/55248/266675/8884/57282/80727/10050/83959/2568/766/1188/760/22802/8671/5243/203859/53405/10316/2562/5348/219855/54831/5205/6556/11254/5349/6568/5593/1179/6558/6424/9635/2742/1180/246213/115111/2563/5030,44
colorectal,GO:0050900,leukocyte migration,78/1961,397/18860,0.19647355163728,1.88959264858699,6.10243170843404,2.18200710470598e-08,3.87074836089357e-06,2.99425663937643e-06,2277/3627/3576/8600/6373/57126/3815/54795/11240/3570/3673/8174/79148/3553/9518/6374/653/80310/5025/6368/1511/55512/4283/64805/430/84830/7474/1113/1908/124976/2921/4282/58494/54210/1269/387695/159296/2838/6369/6387/90865/26228/1800/5764/56477/148823/6280/255231/7130/6352/10894/5054/2358/131177/9353/1907/59341/51676/7857/7070/6558/3579/6372/5196/6366/6279/2813/51561/1991/6355/6364/6401/3577/6288/119/3569/2155/6363,78
colorectal,GO:0010043,response to zinc ion,21/1961,53/18860,0.39622641509434,3.81072421656259,6.98013837329076,2.41484266583135e-08,4.15779087228728e-06,3.21630128433637e-06,4493/4499/55532/4494/4495/5025/7782/6833/4501/4496/2562/4502/3777/7780/4489/6279/5350/2742/1373/5009/4504,21
colorectal,GO:0060326,cell chemotaxis,68/1961,330/18860,0.206060606060606,1.98179654783428,6.12926480999735,2.52693945417322e-08,4.22648673278001e-06,3.26944166371525e-06,1237/2277/4233/3627/3576/8600/6373/3815/54795/11240/3570/79148/3553/6374/80310/1902/1238/5025/6368/1511/4283/51176/7474/1113/6358/1908/2921/2919/4282/54210/1269/387695/6369/6387/2920/26228/1800/5764/56477/6280/6846/7130/6352/2826/5054/414062/2358/9353/1907/59341/7857/6558/2047/3579/6372/5196/6366/6279/8817/51561/6355/6364/3577/6288/3569/10803/2155/6363,68
colorectal,GO:0007586,digestion,39/1961,148/18860,0.263513513513514,2.53435230232782,6.3835676728369,3.13110727970541e-08,5.09152833760985e-06,3.93860336762944e-06,170302/6584/64081/9075/9245/150/57817/80168/257194/948/57482/6662/1646/5243/6518/159296/10891/10874/1610/10753/64127/6750/1056/340547/3360/6446/4585/1133/2169/5408/114131/2255/4760/6476/1128/4583/115111/29881/5645,39
colorectal,GO:0019730,antimicrobial humoral response,45/1961,184/18860,0.244565217391304,2.35211626721061,6.27839507625468,3.33680412439765e-08,5.27936522816861e-06,4.08390649876492e-06,5968/3627/4316/3576/6373/4852/1672/6374/57817/6368/1511/4283/3960/6358/2921/2919/7432/2147/6369/6387/116842/2920/56477/3512/6280/6846/6352/5068/5967/414062/6556/10406/354/6372/1671/5196/6366/10417/8346/1991/6355/280664/6364/6363/5645,45
colorectal,GO:0019722,calcium-mediated signaling,54/1961,242/18860,0.223140495867769,2.14606310661199,6.11247824345166,4.40235741968968e-08,6.78194745654299e-06,5.24624421592936e-06,1237/6548/2903/2898/3576/63928/8600/54795/11261/1672/2899/51196/2906/5023/2946/257194/1238/5025/10231/64805/2892/56704/2904/6261/84502/2494/55273/2214/10316/287/6263/255231/2826/477/2358/3270/845/933/3479/1907/2902/3579/11251/5350/8877/1756/50852/9472/6364/6401/3577/7137/57158/10803,54
colorectal,GO:0009914,hormone transport,69/1961,343/18860,0.201166180758018,1.93472420657634,5.95131394162902,5.4132120931656e-08,8.12537015215165e-06,6.28546246283358e-06,3651/1946/8600/3557/54795/2767/3553/3624/28231/3976/183/150/8425/9971/6659/2696/6833/55512/7447/10050/6755/6696/8140/6717/338442/111/53919/1113/7036/1908/2641/7432/5008/5243/8431/6616/2147/10874/5579/51085/4828/91608/5028/6804/6352/7425/640/2151/3589/131177/51083/130399/55503/1813/388581/2852/59341/114131/8862/3625/4760/2775/222546/84417/1393/3569/3745/3741/26154,69
colorectal,GO:0043583,ear development,53/1961,238/18860,0.222689075630252,2.14172155348626,6.0381394844626,6.28063677187583e-08,9.19171191564028e-06,7.11034194542364e-06,2263/8516/1909/4171/4609/596/6469/115908/653/2487/8549/81624/650/1301/23322/4916/6662/7474/2254/5629/5754/9423/130497/2562/4919/64220/7291/3714/5205/340784/4487/6678/3777/51761/64072/388585/3479/4613/57822/2255/283310/474/51804/4760/7020/2070/3249/341640/246213/84059/1280/84189/53904,53
colorectal,GO:0007517,muscle organ development,73/1961,373/18860,0.195710455764075,1.88225354192272,5.86249155307499,7.23434046751023e-08,1.03292266089768e-05,7.9902779695068e-06,3627/9099/1271/2263/6943/575/1909/4609/92737/53834/3976/1134/9148/596/6469/93986/257194/650/9456/1301/10370/8110/1310/51176/7472/9734/140578/124872/7004/1063/5629/56704/221662/6261/55553/8538/4208/64220/7291/8736/11280/654463/4487/22801/389125/22989/84466/6285/3479/56603/3084/51676/1410/2273/3131/2047/51804/5307/5079/6442/93649/1756/7139/4223/4638/1073/10290/8912/57057/7137/1674/57158/2303,73
colorectal,GO:0015833,peptide transport,61/1961,292/18860,0.208904109589041,2.00914406264626,5.92010835274576,7.82122573371687e-08,1.09012989155187e-05,8.43281030236842e-06,4316/3651/1946/8600/3557/54795/2767/3553/23657/80157/150/9971/6659/2696/6833/55512/7447/6755/6717/111/1113/760/7036/1908/2641/7432/8431/6616/2147/10874/5579/51085/91608/30835/6804/6352/7425/640/2151/131177/51083/64849/130399/1813/388581/2852/59341/114131/6564/8862/3625/4760/2775/6279/222546/84417/1393/3569/3745/3741/26154,61
colorectal,GO:0051960,regulation of nervous system development,86/1961,466/18860,0.184549356223176,1.77491119753651,5.76998159584442,8.31406770694711e-08,1.13187331061554e-05,8.75572075282411e-06,7038/6092/9378/139065/1946/3815/575/7804/7732/347730/55198/163175/3553/56920/3897/3976/9148/6469/4747/80031/7516/257194/8553/650/6833/3196/51330/4916/6696/51176/430/8140/3706/7472/284403/7474/5270/140578/1869/27286/655/5629/58494/131578/2147/7473/7058/9423/6387/55502/94030/4915/5764/2049/2045/6663/23500/4135/577/9928/6285/9353/388585/5649/1813/3479/4613/2852/7070/56963/147381/5803/349667/259266/474/2047/644943/7161/4311/26050/4821/816/22865/3569/84189/4504,86
colorectal,GO:0006816,calcium ion transport,82/1961,439/18860,0.186788154897494,1.79644293797386,5.75172281754237,9.72848433302707e-08,1.29433062012592e-05,1.00124257417901e-05,3627/162514/2903/59283/6373/1594/54795/815/23228/1909/140738/79085/51196/596/114780/150/2149/489/2906/5023/57214/27092/2946/8787/5025/9456/4283/41/8614/140803/6717/56704/2641/2904/6261/84502/4985/2147/9127/6387/5579/287/6781/11280/6263/255231/6352/477/1139/6547/64072/773/55503/1179/1813/3270/845/2852/59341/2902/7070/196051/115352/1259/2815/930/6366/5350/931/1756/1261/6355/4638/57113/9472/29763/816/8912/2823/57158/117/6363,82
colorectal,GO:0015850,organic hydroxy compound transport,61/1961,294/18860,0.207482993197279,1.99547641596159,5.86020882053452,1.01059484316742e-07,1.31467160264491e-05,1.01697754744006e-05,8647/634/364/26031/201780/123264/6609/27346/32/183/150/6469/9388/9971/10351/5023/255738/114876/200931/948/8399/6696/53919/1113/366/6770/7432/55640/5865/6387/2824/64220/6581/4828/3990/5028/140/6623/5205/6804/10998/114134/225689/23461/6554/51083/1191/1813/1244/1133/115584/159963/344/28234/84417/6532/29881/6570/3745/115072896/26154,61
colorectal,GO:1904062,regulation of monoatomic cation transmembrane transport,60/1961,288/18860,0.208333333333333,2.00365459799422,5.84680768395667,1.10339858606092e-07,1.37769775237865e-05,1.06573206457716e-05,3627/2903/6373/54997/11261/6844/1909/288/596/183/2149/53827/2906/57817/5023/57214/255738/2946/8787/5025/170850/4283/4318/79026/57628/6717/1908/56704/2904/84502/23327/2147/389816/130497/287/5348/3755/482/477/80333/5349/51083/3270/845/2852/2902/7070/2273/930/3934/5350/931/1756/53826/9465/9472/1804/30818/57158/117,60
colorectal,GO:0046942,carboxylic acid transport,70/1961,356/18860,0.196629213483146,1.89108973293837,5.78204214651285,1.10611196381613e-07,1.37769775237865e-05,1.06573206457716e-05,6583/206358/8647/92745/634/8600/9963/9429/1836/2168/1811/6534/201780/54716/3553/123264/28231/9075/23657/32/54659/2149/6535/9971/196500/80131/200931/6533/948/5025/8884/6578/8399/6833/80727/8140/53919/1381/4282/5243/220963/6581/4828/4915/5205/10998/225/477/6554/6556/11254/2350/6513/64849/1813/1244/9058/2169/6558/2167/5743/5375/151176/159963/55089/28234/2348/246213/115111/115072896,70
