Cluster,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
colorectal,GO:0061326,renal tubule development,21/1961,104/18860,0.201923076923077,1.94200368728671,3.28145750488597,0.00214774177692047,0.021465613107616,0.016604942655308,6943/4609/3976/596/183/6469/8549/650/6662/55083/4208/130497/7475/4070/7481/388585/153572/1282/51804/25789/4435,21
colorectal,GO:0098801,regulation of renal system process,8/1961,24/18860,0.333333333333333,3.20584735679075,3.68344644891939,0.00214876140776614,0.021465613107616,0.016604942655308,183/2149/10391/6781/1813/10699/7276/81285,8
colorectal,GO:0072175,epithelial tube formation,26/1961,139/18860,0.18705035971223,1.79896470381064,3.2206096978362,0.00218483827803155,0.0217772499298985,0.0168460124788131,9620/2263/115908/653/10370/6662/7474/655/5629/25902/5754/6422/130497/7475/57167/7291/151449/5567/388585/153572/56963/57822/2255/51804/6423/2348,26
colorectal,GO:0097192,extrinsic apoptotic signaling pathway in absence of ligand,16/1961,71/18860,0.225352112676056,2.16733342430924,3.35691145569132,0.0021873971572908,0.0217772499298985,0.0168460124788131,3553/3624/597/596/9314/2139/8406/2537/3479/3084/3552/2255/5196/3934/2070/1280,16
colorectal,GO:0002237,response to molecule of bacterial origin,57/1961,375/18860,0.152,1.46186639469658,3.07744212847758,0.00219549474362727,0.0218207576047437,0.0168796682818059,6583/3627/3576/2263/9076/1594/8767/3553/1019/6374/414332/2149/3248/9971/4314/27250/948/1511/6833/4283/3158/4318/3656/8140/7474/717/1869/840/4282/5243/1269/4208/4353/2920/26228/64127/56477/389643/5054/6556/10225/1734/50943/3552/2255/81793/6372/5196/3934/6279/10417/4435/1991/1373/6401/3569/342979,57
colorectal,GO:0051302,regulation of cell division,33/1961,190/18860,0.173684210526316,1.67041520169623,3.16385170353573,0.00221721718186177,0.0219993040383369,0.0170177846857615,2277/6790/29127/2263/990/144455/3553/4609/332/10112/346389/6469/994/8556/80310/2069/9493/146909/6755/2254/1894/5008/387695/4674/5764/675/5347/9928/1813/3552/259266/6423/8626,33
colorectal,GO:0061351,neural precursor cell proliferation,30/1961,168/18860,0.178571428571429,1.71741822685219,3.18175536471192,0.00222583461621413,0.0220474379751566,0.0170550191806095,23305/170302/29127/2263/79801/55198/6469/9833/5152/4916/51176/7472/284403/7474/64399/5629/9760/5764/6663/9928/1813/3479/2016/5803/259266/2047/644943/3642/55679/6532,30
colorectal,GO:0086003,cardiac muscle cell contraction,19/1961,91/18860,0.208791208791209,2.00805823447333,3.28362364787183,0.0022923066909852,0.0226524460449736,0.0175230293070822,6548/54795/6335/6330/6717/23327/6332/287/6328/2934/6781/11280/477/845/6327/5350/29119/55800/3741,19
colorectal,GO:0031214,biomineral tissue development,32/1961,183/18860,0.174863387978142,1.68175599044761,3.15695631479216,0.00229465331477099,0.0226524460449736,0.0175230293070822,2263/1594/54795/340419/7123/650/55512/4488/6696/6662/655/8313/4208/130497/7475/2824/7291/5764/5745/7481/1277/1311/3479/1278/54084/147111/7020/54959/4256/84059/256764/4322,32
colorectal,GO:0002063,chondrocyte development,10/1961,35/18860,0.285714285714286,2.7478691629635,3.52568147863888,0.0023111024825058,0.0226999898197802,0.0175598072761215,1301/55512/4488/6662/23213/8313/871/1311/6423/8817,10
colorectal,GO:0010464,regulation of mesenchymal cell proliferation,10/1961,35/18860,0.285714285714286,2.7478691629635,3.52568147863888,0.0023111024825058,0.0226999898197802,0.0175598072761215,2263/4609/6469/93986/6662/7472/7474/2254/7481/4613,10
colorectal,GO:0048566,embryonic digestive tract development,10/1961,35/18860,0.285714285714286,2.7478691629635,3.52568147863888,0.0023111024825058,0.0226999898197802,0.0175598072761215,3576/2263/6943/5125/6469/2254/64220/2295/2255/348093,10
colorectal,GO:0042446,hormone biosynthetic process,15/1961,65/18860,0.230769230769231,2.21943278547052,3.35475651228803,0.00231836705844837,0.0227332006032777,0.017585497814414,7038/3294/79154/653/650/8614/441282/2494/7173/2908/1734/3284/1589/50506/8912,15
colorectal,GO:0050905,neuromuscular process,33/1961,191/18860,0.172774869109948,1.66166957236798,3.13086933852837,0.00241906765936262,0.0236809733744294,0.0183186570508326,2903/9378/4151/1909/112476/1134/80157/2906/4747/1496/2946/9456/6833/111/84502/64220/340784/124093/2307/64478/51761/6547/64072/1813/1311/164832/57731/1756/7345/7137/23336/84189/7138,33
colorectal,GO:0055001,muscle cell development,35/1961,206/18860,0.169902912621359,1.6340484100147,3.11700619837661,0.00243657505960095,0.0238125382285542,0.0184204303776527,1909/92737/84665/891/596/10529/9456/9734/5629/6261/287/221476/8736/127294/5239/4211/84466/983/1311/3479/11155/51676/51804/4606/1756/4629/7139/25802/4892/9472/7345/1073/7138/10398/2318,35
colorectal,GO:1902652,secondary alcohol metabolic process,30/1961,169/18860,0.177514792899408,1.70725598882348,3.14609144151554,0.00244324355112509,0.0238379129138105,0.018440059222702,343/1594/6713/55911/1717/6609/183/2053/54659/9971/5105/255738/114876/54657/84649/10449/3158/6770/8431/6820/10858/3990/7436/2330/23461/23541/5563/1576/442038/29881,30
colorectal,GO:0062014,negative regulation of small molecule metabolic process,25/1961,133/18860,0.18796992481203,1.80780865984441,3.18469498445486,0.0024527060963282,0.0238904184490936,0.0184806754118643,634/863/55198/57761/54577/32/54659/653/54575/54578/54658/54576/650/54657/54600/84649/6662/5629/55022/6615/388581/54541/151176/340895/2327,25
colorectal,GO:0006641,triglyceride metabolic process,22/1961,112/18860,0.196428571428571,1.88916004953741,3.21498613554421,0.00245981600446959,0.0239198719105731,0.0185034594356149,6583/55911/84803/2523/9388/5105/255738/80168/84649/7148/159296/63924/3990/10998/338328/5408/339/285848/344/1373/5407/13,22
colorectal,GO:0002688,regulation of leukocyte chemotaxis,24/1961,126/18860,0.19047619047619,1.831912775309,3.19165126608171,0.00246995774192139,0.0239786610633629,0.0185489363808079,2277/3627/3576/11240/3570/79148/7474/1908/4282/6387/26228/5764/7130/6352/5054/2358/9353/1907/59341/6366/51561/3569/2155/6363,24
colorectal,GO:0032924,activin receptor signaling pathway,13/1961,53/18860,0.245283018867925,2.35901975311018,3.3749828150503,0.00250162554503351,0.0241658678888221,0.0186937521186975,3624/6997/6469/60436/10370/94/168002/2254/151449/6998/130399/2255/3625,13
colorectal,GO:0051985,negative regulation of chromosome segregation,13/1961,53/18860,0.245283018867925,2.35901975311018,3.3749828150503,0.00250162554503351,0.0241658678888221,0.0186937521186975,84101/332/9319/891/4085/221150/699/1063/701/991/83540/5347/7272,13
colorectal,GO:1900047,negative regulation of hemostasis,13/1961,53/18860,0.245283018867925,2.35901975311018,3.3749828150503,0.00250162554503351,0.0241658678888221,0.0186937521186975,634/2191/84830/2161/5270/5328/2147/5054/1311/5196/3818/7448/170692,13
colorectal,GO:0019233,sensory perception of pain,18/1961,85/18860,0.211764705882353,2.03665596784354,3.26303525675004,0.00250682134250922,0.0241761649737216,0.0187017175331218,2903/3231/3673/6335/2906/5025/3218/5243/55273/10874/6387/11280/644139/5368/54463/4886/2047/4311,18
colorectal,GO:0014911,positive regulation of smooth muscle cell migration,12/1961,47/18860,0.25531914893617,2.45554265626526,3.40339583284892,0.00252288796553885,0.0242910956418823,0.0187906233167385,3673/6282/596/80310/1902/80031/2254/6352/8840/9510/3479/7448,12
colorectal,GO:0043491,phosphatidylinositol 3-kinase/protein kinase B signal transduction,54/1961,354/18860,0.152542372881356,1.46708268870085,3.02208550415724,0.00261085948945157,0.0250779565582755,0.0193993075564528,9378/1946/634/8600/4653/4058/3815/25879/11126/1116/3553/9518/2651/55165/183/150/2149/80310/9314/4314/5025/55512/64805/4916/9723/84830/7474/5270/1646/5008/2322/2147/55273/2214/90865/7291/4915/2045/50507/6352/5068/23551/7301/2358/5649/1813/3479/388581/2852/930/6366/3135/151176/6363,54
colorectal,GO:0033273,response to vitamin,19/1961,92/18860,0.206521739130435,1.9862315145334,3.23021490303192,0.00261317962086574,0.0250779565582755,0.0193993075564528,6583/3627/3651/1594/3673/595/6696/8614/655/5243/6422/6781/1277/2350/56603/590/2348/5009/2155,19
colorectal,GO:0045987,positive regulation of smooth muscle contraction,9/1961,30/18860,0.3,2.88526262111168,3.52026168198106,0.00262371830285372,0.0251378837068833,0.0194456648098487,3815/3673/2149/1908/10874/1907/2852/93649/8877,9
colorectal,GO:0071772,response to BMP,33/1961,192/18860,0.171875,1.65301504334523,3.09807928926987,0.0026365011133257,0.0251779404851691,0.0194766511368201,375567/64388/653/27250/650/55512/94/4488/6662/51176/81792/7474/23213/655/6422/55273/222008/147409/25928/151449/91851/7130/4487/388585/1311/56963/94031/6423/6424/151176/348093/57057/1280,33
colorectal,GO:0071773,cellular response to BMP stimulus,33/1961,192/18860,0.171875,1.65301504334523,3.09807928926987,0.0026365011133257,0.0251779404851691,0.0194766511368201,375567/64388/653/27250/650/55512/94/4488/6662/51176/81792/7474/23213/655/6422/55273/222008/147409/25928/151449/91851/7130/4487/388585/1311/56963/94031/6423/6424/151176/348093/57057/1280,33
colorectal,GO:0061337,cardiac conduction,20/1961,99/18860,0.202020202020202,1.9429377919944,3.20435240072944,0.00268858129011711,0.0256334769907908,0.0198290360193448,6548/54795/183/489/6330/6717/287/482/477/6547/51086/3270/845/57731/6327/10699/5350/29119/55800/3741,20
colorectal,GO:0097237,cellular response to toxic substance,25/1961,134/18860,0.186567164179104,1.79431755044259,3.14334226581333,0.00272418423479417,0.0256835884607529,0.019867800255005,343/9429/2168/4151/57016/1909/2946/948/655/9588/5243/4985/2878/4353/7173/2944/6581/6280/6556/5742/5743/2938/259/50506/4504,25
colorectal,GO:0048332,mesoderm morphogenesis,17/1961,79/18860,0.215189873417722,2.06959766071302,3.24520590712386,0.00272849659539172,0.0256835884607529,0.019867800255005,2263/3673/8516/3624/9314/3196/51176/2139/7474/655/7473/6615/7481/145873/6423/57057/2303,17
colorectal,GO:0042492,gamma-delta T cell differentiation,6/1961,15/18860,0.4,3.8470168281489,3.75755388196859,0.00273771083011784,0.0256835884607529,0.019867800255005,6659/51176/3714/6932/3821/10803,6
colorectal,GO:0061307,cardiac neural crest cell differentiation involved in heart development,6/1961,15/18860,0.4,3.8470168281489,3.75755388196859,0.00273771083011784,0.0256835884607529,0.019867800255005,1909/10370/655/7291/2348/9464,6
colorectal,GO:0061308,cardiac neural crest cell development involved in heart development,6/1961,15/18860,0.4,3.8470168281489,3.75755388196859,0.00273771083011784,0.0256835884607529,0.019867800255005,1909/10370/655/7291/2348/9464,6
colorectal,GO:0070141,response to UV-A,6/1961,15/18860,0.4,3.8470168281489,3.75755388196859,0.00273771083011784,0.0256835884607529,0.019867800255005,595/4312/4314/7076/4318/4311,6
colorectal,GO:0070365,hepatocyte differentiation,6/1961,15/18860,0.4,3.8470168281489,3.75755388196859,0.00273771083011784,0.0256835884607529,0.019867800255005,3673/144455/2487/5105/5629/1373,6
colorectal,GO:0097152,mesenchymal cell apoptotic process,6/1961,15/18860,0.4,3.8470168281489,3.75755388196859,0.00273771083011784,0.0256835884607529,0.019867800255005,1909/6469/4488/6662/655/4487,6
colorectal,GO:1904251,regulation of bile acid metabolic process,6/1961,15/18860,0.4,3.8470168281489,3.75755388196859,0.00273771083011784,0.0256835884607529,0.019867800255005,8647/3815/9971/5629/6770/340895,6
colorectal,GO:1904666,regulation of ubiquitin protein ligase activity,6/1961,15/18860,0.4,3.8470168281489,3.75755388196859,0.00273771083011784,0.0256835884607529,0.019867800255005,84101/11065/27338/4085/991/5347,6
colorectal,GO:0031032,actomyosin structure organization,36/1961,215/18860,0.167441860465116,1.61037913736466,3.06623432694743,0.00274871124695571,0.025745529023486,0.0199157150053111,4233/6548/23136/4653/55616/29127/128239/84665/54443/1902/10529/10391/5629/1894/11346/6422/4070/114822/8736/127294/10788/257019/5239/11155/23671/51804/4606/4629/7139/25802/4892/1073/1264/7138/10398/2318,36
colorectal,GO:1901655,cellular response to ketone,23/1961,120/18860,0.191666666666667,1.84336223015468,3.15709464190695,0.00276519342874218,0.0258585340764484,0.0200031312097677,6340/1946/1019/5729/5105/6338/687/6696/111/1646/5243/8313/6422/2908/6663/6446/5563/3625/54541/11251/6366/6363/5030,23
colorectal,GO:0141091,transforming growth factor beta receptor superfamily signaling pathway,61/1961,411/18860,0.148418491484185,1.42742108587034,2.98440708908242,0.00277067597213678,0.0258684802884987,0.020010825202942,3598/1030/1001/55198/8516/64081/375567/9518/2651/3624/64388/6997/6469/8425/653/3248/56937/60436/27250/650/10370/55512/94/4488/51176/100507588/168002/55612/7474/2254/23213/655/9480/6422/55273/147409/79674/25928/151449/91851/7130/4487/6998/130399/8483/388585/1311/1278/56963/2255/7122/94031/6423/3625/6424/151176/93649/4435/2348/348093/57057,61
colorectal,GO:0043010,camera-type eye development,57/1961,379/18860,0.150395778364116,1.44643772562327,2.99078629961502,0.00278830584814576,0.0259916280812823,0.0201060874266226,6096/5145/56853/7068/631/1412/3624/7054/6469/93986/9314/6659/60436/10370/94/23322/4916/6662/7472/7474/655/5629/7475/64220/7291/7275/4915/3859/8736/43/1295/22989/2295/4211/51761/388585/284217/1813/7070/1410/57822/1282/2255/2047/4760/10002/7020/7483/24147/1261/10586/8419/246213/10218/2823/84189/2303,57
colorectal,GO:0060135,maternal process involved in female pregnancy,14/1961,60/18860,0.233333333333333,2.24409314975353,3.28788957706321,0.00286906661608538,0.0266339986292658,0.0206029996768924,1828/1594/25879/3976/10370/56977/6696/8614/5241/5764/6781/340784/64478/5743,14
colorectal,GO:0022010,central nervous system myelination,8/1961,25/18860,0.32,3.07761346251912,3.54094814598034,0.00287541631938777,0.0266339986292658,0.0206029996768924,5354/2824/6663/1191/388585/1272/4118/6900,8
colorectal,GO:0032291,axon ensheathment in central nervous system,8/1961,25/18860,0.32,3.07761346251912,3.54094814598034,0.00287541631938777,0.0266339986292658,0.0206029996768924,5354/2824/6663/1191/388585/1272/4118/6900,8
colorectal,GO:0050927,positive regulation of positive chemotaxis,8/1961,25/18860,0.32,3.07761346251912,3.54094814598034,0.00287541631938777,0.0266339986292658,0.0206029996768924,2277/3576/3673/4916/6387/7857/2255/2155,8
colorectal,GO:0001893,maternal placenta development,10/1961,36/18860,0.277777777777778,2.67153946399229,3.41963341291533,0.00290633902381538,0.0267932419612838,0.0207261839709138,1594/25879/3976/10370/56977/6696/8614/5764/6781/5743,10
colorectal,GO:0071392,cellular response to estradiol stimulus,10/1961,36/18860,0.277777777777778,2.67153946399229,3.41963341291533,0.00290633902381538,0.0267932419612838,0.0207261839709138,3673/6751/4488/5243/6422/6752/81930/2100/2852/1393,10
colorectal,GO:0090075,relaxation of muscle,10/1961,36/18860,0.277777777777778,2.67153946399229,3.41963341291533,0.00290633902381538,0.0267932419612838,0.0207261839709138,2946/5025/6833/6717/1113/2934/5028/477/3270/5350,10
colorectal,GO:0042327,positive regulation of phosphorylation,41/1961,254/18860,0.161417322834646,1.55243789324907,3.01954450121907,0.00293448933715331,0.027010221037257,0.0208940303350439,1946/9966/3815/4593/8767/22974/1116/7164/3976/6997/2069/57214/650/374/63967/4318/7474/1894/4282/5008/2322/7098/150696/3589/9928/10178/284654/3479/3084/2852/1917/8862/2255/55600/116496/8817/54959/8877/1991/3569/4504,41
colorectal,GO:0038034,signal transduction in absence of ligand,16/1961,73/18860,0.219178082191781,2.10795442638296,3.23089045553542,0.00295243647744171,0.0271327521804455,0.0209888155431781,3553/3624/597/596/9314/2139/8406/2537/3479/3084/3552/2255/5196/3934/2070/1280,16
colorectal,GO:1902307,positive regulation of sodium ion transmembrane transport,7/1961,20/18860,0.35,3.36613972463029,3.60647195721694,0.00296889073286043,0.0272162862942934,0.0210534342038822,54997/11261/53827/5348/482/5349/53826,7
colorectal,GO:0030901,midbrain development,19/1961,93/18860,0.204301075268817,1.96487418642014,3.17747658671827,0.00297082455450179,0.0272162862942934,0.0210534342038822,2263/9118/57447/11240/1152/6469/5354/7472/7474/2254/7473/6422/1215/151449/4487/4129/838/6423/4009,19
colorectal,GO:0046622,positive regulation of organ growth,13/1961,54/18860,0.240740740740741,2.31533420212666,3.29725398029987,0.00298691277763556,0.0273209178129353,0.0211343729759674,170302/2263/891/32/7472/2254/5629/4208/983/3479/3084/9472/57057,13
colorectal,GO:0046717,acid secretion,11/1961,42/18860,0.261904761904762,2.51888006604988,3.35682746326363,0.00303551380516114,0.0277221494780239,0.0214447497985109,8647/123264/9075/32/54659/200931/10874/6446/1813/1133/115111,11
colorectal,GO:0051489,regulation of filopodium assembly,12/1961,48/18860,0.25,2.40438551759307,3.31861674350797,0.00305115340523785,0.0278215763773557,0.0215216624845602,9378/9912/9148/23500/10178/6624/2596/5064/6366/2823/57451/53904,12
colorectal,GO:0045471,response to ethanol,24/1961,128/18860,0.1875,1.8032891381948,3.10636460454907,0.00306072024780239,0.027865406424005,0.0215555676615305,2903/2263/9076/595/7054/3248/2354/3158/4916/2904/4985/8431/51208/6554/6285/983/1813/2902/7122/6279/2742/1393/6517/117,24
colorectal,GO:0006942,regulation of striated muscle contraction,21/1961,107/18860,0.196261682242991,1.88755498577399,3.13631304256854,0.00307872881425836,0.0279858361470007,0.0216487272947687,6548/54795/2946/5025/6717/1113/56704/84502/287/6781/477/6547/51086/3270/845/59341/5350/1756/29119/7137/57158,21
colorectal,GO:0002697,regulation of immune effector process,62/1961,421/18860,0.147268408551069,1.41636011487667,2.94312772273932,0.00308489974244722,0.027998454406645,0.0216584882774507,725/634/57126/722/3815/54795/3598/563/55198/8767/79465/11126/3553/912/3329/5105/948/10875/3805/430/8140/7474/117157/81607/4282/6398/924/90865/7291/26228/64127/7098/1776/1380/6280/8302/2208/3662/9437/1191/10225/933/3823/50943/3820/354/115352/6372/3822/8547/10417/3135/2209/51561/80328/3821/383/3569/154064/6363/10584/909,62
colorectal,GO:0048144,fibroblast proliferation,22/1961,114/18860,0.192982456140351,1.85601689077359,3.12282809292899,0.00309294242237475,0.0280279952640585,0.0216813399072122,2277/990/4609/1019/891/3976/183/80310/2069/1164/1602/7472/7474/1869/4282/6422/2192/983/3479/2255/8877/4804,22
colorectal,GO:0009749,response to glucose,35/1961,209/18860,0.167464114832536,1.61059316967957,3.02372052510293,0.00311214602138325,0.0281584278348958,0.0217822373448154,3651/1946/54795/6844/2523/150/9971/5105/6659/2696/6833/7447/2981/2030/6717/111/2641/8431/1215/51085/50507/5068/1277/130399/3479/388581/2852/114131/5563/4760/222546/4821/4884/3745/26154,35
colorectal,GO:0042440,pigment metabolic process,17/1961,80/18860,0.2125,2.04372768995411,3.18677960475207,0.0031360834172234,0.0283312227228793,0.0219159045823507,4948/1001/23657/54577/596/54575/54658/54576/54657/54600/51151/4935/7474/1244/4435/259/28234,17
colorectal,GO:0045927,positive regulation of growth,42/1961,263/18860,0.159695817490494,1.53588124317732,2.98121027250374,0.00321494165545662,0.0289720516692602,0.0224116243110707,9211/6548/170302/1946/2263/891/3897/32/596/51330/4916/144402/7472/2254/5629/23327/2147/7473/6422/3872/4208/9423/6387/6280/2307/29842/2690/51761/983/1813/3479/3084/57731/57699/6423/6279/8877/3249/9472/57057/84258/5645,42
colorectal,GO:0002604,regulation of dendritic cell antigen processing and presentation,5/1961,11/18860,0.454545454545455,4.37161003198739,3.81028224333963,0.00326145918176332,0.0289720516692602,0.0224116243110707,10875/64127/6556/6366/6363,5
colorectal,GO:0031652,positive regulation of heat generation,5/1961,11/18860,0.454545454545455,4.37161003198739,3.81028224333963,0.00326145918176332,0.0289720516692602,0.0224116243110707,8600/3553/10874/8862/5743,5
colorectal,GO:0032782,bile acid secretion,5/1961,11/18860,0.454545454545455,4.37161003198739,3.81028224333963,0.00326145918176332,0.0289720516692602,0.0224116243110707,8647/123264/9075/54659/200931,5
colorectal,GO:0042487,regulation of odontogenesis of dentin-containing tooth,5/1961,11/18860,0.454545454545455,4.37161003198739,3.81028224333963,0.00326145918176332,0.0289720516692602,0.0224116243110707,147495/340419/650/4982/4804,5
colorectal,GO:0060426,lung vasculature development,5/1961,11/18860,0.454545454545455,4.37161003198739,3.81028224333963,0.00326145918176332,0.0289720516692602,0.0224116243110707,6943/3976/650/64220/3479,5
colorectal,GO:0060525,prostate glandular acinus development,5/1961,11/18860,0.454545454545455,4.37161003198739,3.81028224333963,0.00326145918176332,0.0289720516692602,0.0224116243110707,2263/6422/3479/10481/8626,5
colorectal,GO:0060900,embryonic camera-type eye formation,5/1961,11/18860,0.454545454545455,4.37161003198739,3.81028224333963,0.00326145918176332,0.0289720516692602,0.0224116243110707,7474/5629/64220/7291/7020,5
colorectal,GO:0071492,cellular response to UV-A,5/1961,11/18860,0.454545454545455,4.37161003198739,3.81028224333963,0.00326145918176332,0.0289720516692602,0.0224116243110707,4312/4314/7076/4318/4311,5
colorectal,GO:1903276,regulation of sodium ion export across plasma membrane,5/1961,11/18860,0.454545454545455,4.37161003198739,3.81028224333963,0.00326145918176332,0.0289720516692602,0.0224116243110707,53827/5348/482/5349/53826,5
colorectal,GO:1903278,positive regulation of sodium ion export across plasma membrane,5/1961,11/18860,0.454545454545455,4.37161003198739,3.81028224333963,0.00326145918176332,0.0289720516692602,0.0224116243110707,53827/5348/482/5349/53826,5
colorectal,GO:0071322,cellular response to carbohydrate stimulus,29/1961,165/18860,0.175757575757576,1.69035587903512,3.03403012854657,0.00331662362496389,0.0294174465159676,0.0227561640105178,3651/1946/54795/2523/150/9971/5105/6659/6833/7447/2030/6717/111/2641/6518/5579/1215/51085/81035/50507/1277/3479/388581/2852/5563/222546/4884/3745/26154,29
colorectal,GO:0050673,epithelial cell proliferation,71/1961,496/18860,0.143145161290323,1.3767046108799,2.89618137509092,0.00335944553552207,0.0296758256558387,0.0229560358138238,5268/3651/170302/634/8600/2263/9076/3815/1030/595/1001/128239/4830/4609/1019/2523/6469/4321/653/93986/8549/2069/2191/29128/374/1602/687/94/6662/7472/55612/7474/2254/23213/5629/388364/387695/159296/6422/6369/5241/4208/130497/6387/4070/64127/5764/675/1295/6352/5068/51208/6678/388585/1813/3479/4613/7857/8862/2255/4017/51804/6423/84666/54959/3249/55679/4804/81285/3569/8626,71
colorectal,GO:0086010,membrane depolarization during action potential,9/1961,31/18860,0.290322580645161,2.79218963333388,3.40187854471432,0.00336096214721918,0.0296758256558387,0.0229560358138238,54795/288/6330/287/6328/11280/477/6327/55800,9
colorectal,GO:0099505,regulation of presynaptic membrane potential,9/1961,31/18860,0.290322580645161,2.79218963333388,3.40187854471432,0.00336096214721918,0.0296758256558387,0.0229560358138238,2898/2900/2893/2899/2906/56479/2892/2904/2901,9
colorectal,GO:0048145,regulation of fibroblast proliferation,19/1961,94/18860,0.202127659574468,1.94397126954333,3.12539182140243,0.00336841320748037,0.0296968236695634,0.0229722790402355,990/4609/1019/891/3976/183/80310/2069/1602/7472/7474/1869/4282/6422/2192/3479/2255/8877/4804,19
colorectal,GO:0050714,positive regulation of protein secretion,28/1961,158/18860,0.177215189873418,1.7043745441166,3.02869676423493,0.00342168727599936,0.0300759118824328,0.0232655265708065,3651/54795/2767/54972/9971/6659/2696/6833/7447/338442/2641/8431/2147/10874/5579/51085/8736/43/640/2151/3479/388581/2852/3552/114131/4760/222546/81285,28
colorectal,GO:1903169,regulation of calcium ion transmembrane transport,28/1961,158/18860,0.177215189873418,1.7043745441166,3.02869676423493,0.00342168727599936,0.0300759118824328,0.0232655265708065,3627/6373/596/2149/5023/57214/2946/8787/5025/4283/6717/56704/84502/2147/287/477/3270/845/2852/2902/7070/930/5350/931/1756/9472/57158/117,28
colorectal,GO:0033555,multicellular organismal response to stress,20/1961,101/18860,0.198019801980198,1.90446377631134,3.10466429697983,0.00342768361422418,0.0300834480924563,0.0232713562824784,2898/139065/153/6335/157753/596/150/5025/2788/41/3158/4208/6328/11280/644139/477/5582/5649/2925/117,20
colorectal,GO:0072073,kidney epithelium development,27/1961,151/18860,0.178807947019868,1.71969295298047,3.02467042947762,0.00352128203180786,0.030858660200903,0.0238710294687006,6092/2263/6943/1909/4609/3976/596/183/6469/650/6662/55083/655/6422/4208/130497/7475/4070/2045/7481/9353/388585/153572/51804/25789/4435/2303,27
colorectal,GO:0021884,forebrain neuron development,10/1961,37/18860,0.27027027027027,2.59933569469521,3.31713918915845,0.0036177305921336,0.0315621384297319,0.0244152121850478,6092/170302/2263/57282/9723/7474/5361/9353/1813/6900,10
colorectal,GO:0032350,regulation of hormone metabolic process,10/1961,37/18860,0.27027027027027,2.59933569469521,3.31713918915845,0.0036177305921336,0.0315621384297319,0.0244152121850478,653/650/8614/53919/2494/2908/405753/90527/51083/3249,10
colorectal,GO:0051385,response to mineralocorticoid,10/1961,37/18860,0.27027027027027,2.59933569469521,3.31713918915845,0.0036177305921336,0.0315621384297319,0.0244152121850478,6340/595/3624/4747/6338/2354/4916/6446/2852/114131,10
colorectal,GO:0019098,reproductive behavior,12/1961,49/18860,0.244897959183673,2.35531642539729,3.23593972919745,0.00366546905951104,0.0318835897093278,0.0246638740815148,7068/54738/7054/63951/5023/5270/2562/2908/5028/51083/4543/6532,12
colorectal,GO:0046189,phenol-containing compound biosynthetic process,12/1961,49/18860,0.244897959183673,2.35531642539729,3.23593972919745,0.00366546905951104,0.0318835897093278,0.0246638740815148,4948/1001/7054/23657/51151/7474/7166/1610/5053/4435/3642/9464,12
colorectal,GO:0050832,defense response to fungus,15/1961,68/18860,0.220588235294118,2.12151663317035,3.15603126998567,0.00368573076156099,0.0319631789201516,0.0247254411224879,4852/57817/1511/1113/7432/387695/4353/116842/6280/1671/26253/6279/10417/1991/383,15
colorectal,GO:0072171,mesonephric tubule morphogenesis,15/1961,68/18860,0.220588235294118,2.12151663317035,3.15603126998567,0.00368573076156099,0.0319631789201516,0.0247254411224879,6943/4609/596/183/6469/650/6662/55083/130497/7475/4070/7481/51804/25789/4435,15
colorectal,GO:0014902,myotube differentiation,25/1961,137/18860,0.182481751824818,1.75502592525041,3.02135706414386,0.00369608501222486,0.0319631789201516,0.0247254411224879,3627/23250/575/9518/4609/92737/3756/596/6469/9456/4283/9734/124872/8038/221662/6261/8538/4208/577/3479/56603/51804/93649/6355/8912,25
colorectal,GO:0001649,osteoblast differentiation,42/1961,265/18860,0.158490566037736,1.52428968662504,2.92795086546529,0.00369645919524131,0.0319631789201516,0.0247254411224879,6096/58476/4653/2263/25840/54857/54795/3570/340419/8519/6469/115908/651/650/374/4488/6696/6662/51176/2254/655/8313/7473/6422/4208/6615/7291/5745/43/7481/7130/8840/1277/22801/3479/23601/6423/151176/4435/9464/3569/8626,42
colorectal,GO:1902742,apoptotic process involved in development,11/1961,43/18860,0.255813953488372,2.46030145986267,3.26564655583011,0.0037024872861953,0.0319680834415742,0.0247292350647604,6092/51176/655/114786/6586/3714/84466/9353/1410/9464/2303,11
colorectal,GO:0048864,stem cell development,18/1961,88/18860,0.204545454545455,1.96722451439433,3.09799692707017,0.00372348553868855,0.032102038797471,0.0248328575884631,57556/1909/56920/596/6469/80031/10370/6662/9723/655/1908/7291/6663/3084/223117/2348/9464/2303,18
colorectal,GO:0002705,positive regulation of leukocyte mediated immunity,28/1961,159/18860,0.176100628930818,1.69365520736115,2.99210908013904,0.00375098064565312,0.0322915304406667,0.0249794407702782,57126/3815/563/79465/11126/3553/912/3329/3805/117157/6398/924/26228/64127/8302/2208/3823/50943/3822/3135/2209/51561/80328/3821/383/3569/154064/909,28
colorectal,GO:0010623,programmed cell death involved in cell development,8/1961,26/18860,0.307692307692308,2.9592437139607,3.40542623223557,0.00378001091411364,0.0323039180893741,0.0249890233615319,3815/3553/596/8633/56159/1776/3552/84944,8
colorectal,GO:0030194,positive regulation of blood coagulation,8/1961,26/18860,0.307692307692308,2.9592437139607,3.40542623223557,0.00378001091411364,0.0323039180893741,0.0249890233615319,2149/948/2161/5328/2147/5054/7448/2155,8
