Symbol,n_studies,method_used,pooled_log2FC,pooled_se,rem_pvalue,I2,tau2,Q,Q_pval,vote_up,vote_down,fisher_pvalue,rem_padj,fisher_padj
BEX2,4,REML,-1.1841269212706,0.118527947761718,1.68112866912274e-23,0.0013383567711518,3.07550328914101e-06,2.90255297806627,0.406894891985158,0,2,1.06264006298657e-20,2.53514203303709e-19,3.18454136523001e-20
WFDC2,3,REML,-1.26012533009657,0.140610439472631,3.19365316516515e-19,0,0,1.23348050704767,0.539700861272137,0,2,3.26000974593161e-17,2.40801448653453e-15,8.28741520037906e-17
ZG16B,2,REML,-1.6484142880098,0.184973582610683,5.02922233490904e-19,0,0,0.433682504687111,0.510187509466691,0,2,5.90597346337852e-18,2.52802242701428e-15,1.5581189612972e-17
NME5,2,REML,-1.24423246719038,0.144516186789816,7.32898161168282e-18,0,0,0.403981376048508,0.525040238458654,0,2,6.57206677204306e-17,2.76302606760442e-14,1.64383424983263e-16
VAT1L,5,REML,1.05315954701266,0.140249441198672,5.9494824708931e-14,0,0,1.58774533399055,0.810992978262946,1,0,3.35537031207043e-11,6.40844254721914e-11,6.33596096995018e-11
ECRG4,2,REML,1.31216235350697,0.175219331168499,6.95671496604726e-14,0,0,0.847327975294638,0.357309341198167,2,0,4.10481098913981e-13,6.99381744586618e-11,8.5711090717569e-13
CTSE,2,REML,-2.0070845234909,0.284032340370032,1.59011137134176e-12,0,0,0.436253298512705,0.508936394351495,0,1,2.0438181328138e-11,1.26204628841231e-09,3.89988326494144e-11
HSD3B1,2,REML,-3.14125697392019,0.450889122071081,3.24217600928261e-12,20.9389906899118,0.112887367038423,1.26484598252201,0.260735801538407,0,2,2.84304404163063e-18,2.32819115333246e-09,7.62866621846795e-18
PLCZ1,2,REML,1.64730644797305,0.239731640305419,6.35479800042648e-12,0,0,0.223234631411691,0.636586267329458,2,0,3.5410181898415e-11,4.16653712375789e-09,6.68150078863987e-11
SLC22A15,5,REML,-1.55668223801389,0.234766221821382,3.33926571945592e-11,62.1444099275981,0.149741721339473,9.03344466278612,0.0602689382617466,0,3,6.78412512601426e-60,1.9297938552851e-08,9.47264878706436e-59
RTKN2,2,REML,-2.74166085717681,0.439158972669818,4.29310726497378e-10,54.8242133459645,0.224723564527561,2.21357517835425,0.136801310707314,0,2,8.41577348973542e-24,1.96181992593347e-07,2.91344959194697e-23
SLITRK3,3,REML,2.83679511269764,0.477490825042774,2.83208556255166e-09,31.3268359170012,0.219367122301063,2.66086819258852,0.264362477616166,3,0,1.67997383464149e-12,1.1238907969284e-06,3.4051082562357e-12
NGF,4,REML,1.47682202819229,0.280285251129406,1.37171523830723e-07,72.4651794777167,0.2019238276202,11.5835221046618,0.00895492947720352,3,0,1.22513524045414e-47,2.79533321536122e-05,1.07288266121071e-46
ZNF714,5,REML,-1.00714982948693,0.193848435652118,2.04112126591952e-07,60.2446770737096,0.106805820170888,10.2793629313947,0.0359758066683301,0,3,1.53805707673834e-17,3.88452284779678e-05,3.98452168308093e-17
PLEKHN1,2,REML,-1.13125948617153,0.225785719050503,5.4338624608145e-07,0,0,0.814135633795819,0.36690036728134,0,1,3.47352794008373e-06,9.00468636363545e-05,4.9972143995862e-06
IGFBPL1,2,REML,-1.24047935064313,0.256461402732964,1.31876651024376e-06,35.5109322291381,0.0539737603049086,1.55065041962326,0.213039447012588,0,1,4.94494746013107e-12,0.000207156239317457,9.7770824306774e-12
VIP,2,REML,1.04333453530164,0.222172287438271,2.65226826693315e-06,40.1365015893051,0.0404778717643098,1.67046702339292,0.196195992211366,1,0,7.85345582524077e-10,0.000380916242527161,1.38352222658618e-09
CARMIL3,5,REML,1.00212804426841,0.244142290035625,4.0486008119761e-05,74.89066902367,0.194917919495887,12.2214565046024,0.0157782386765884,2,0,6.83183826668706e-26,0.00342993821598874,2.58854575531761e-25
FGF19,3,REML,-2.11534522567487,0.515927173220561,4.12998552488941e-05,43.3317224708837,0.368562880114067,3.19754902617088,0.202144091203432,0,1,1.32178792651933e-16,0.00346001009529623,3.26870481008716e-16
USH2A,5,REML,1.69141079914264,0.432343203397425,9.1461116764257e-05,89.4017863082672,0.739655771266381,31.3050401425683,2.65263118470073e-06,3,0,4.98621465189947e-50,0.00656777924192855,4.77107341057386e-49
COL28A1,3,REML,1.64925045948985,0.425431755720318,0.000105904076440124,72.1839772782407,0.390537066871748,7.57310577217177,0.0226736258662342,3,0,4.0866465272743e-13,0.00722639580414965,8.53554427026266e-13
CSDC2,2,REML,1.20574765529132,0.318022785052055,0.000149807922635436,0,0,0.476293819676765,0.490105877365373,1,0,0.000660375002835191,0.00973751497130331,0.000828628311096246
DCDC1,5,REML,1.29429655266466,0.342169424980444,0.000155186888523534,83.6543273848288,0.420809071866552,25.1172233754942,4.7651817142536e-05,3,0,3.79964900219105e-27,0.0100009328159611,1.50311403339562e-26
SAA1,6,REML,2.07837276479729,0.549819018142967,0.000156763214011463,90.5172181869361,1.46826936193388,43.9515166861708,2.3693118619917e-08,4,0,5.09281805099196e-78,0.0100595287969909,1.29729216569187e-76
CADM2,3,REML,1.59867239725733,0.43388123948769,0.000229075384345206,63.8972933282435,0.345606155342033,5.93038991140527,0.0515504182173887,2,0,8.55200967969697e-11,0.0134292481200422,1.58393890898834e-10
FCRLA,2,REML,-1.94307463827641,0.543525045795478,0.00035029538617192,40.6645655099248,0.333738197041935,1.6853335761235,0.194217250530483,0,1,2.16870156135544e-21,0.0187321078846545,6.72368822887336e-21
MS4A2,2,REML,1.68041588001274,0.487244272258703,0.000563050069205382,29.4975282999844,0.248779027764076,1.41838998816233,0.233668584968373,2,0,1.23852761612084e-14,0.0273243117903564,2.78719541129716e-14
CACNA1H,5,REML,1.6196721544894,0.470283864750753,0.000573110232738677,88.2870587279239,0.89180027448816,21.3334967796854,0.000271919195219732,3,0,3.96837698159262e-27,0.0276118284654928,1.56780521043795e-26
CES5A,5,REML,1.32076511748613,0.393171035852554,0.000781505061273192,84.9272917226302,0.595135199482519,20.5724164516516,0.000384861604733055,3,0,4.63401426638435e-26,0.0342590009418597,1.76422456796455e-25
ADGRA3,5,REML,1.15319166364371,0.347570990140923,0.000907101451817287,95.5672396997731,0.555276810350037,79.1043203855253,2.69605703059864e-16,3,0,1.67463684497351e-136,0.0383167784128983,2.17702789846556e-134
