Gene_ID,Gene_Symbol,Gene_Description,Gene_Biotype,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
81399,OR4F16,olfactory receptor family 4 subfamily F member 16,protein_coding,17.37371994084,1.36272268128451,0.395796774474063,3.44298581789937,0.000575329483756597,0.0125066303886862
148398,SAMD11,sterile alpha motif domain containing 11,protein_coding,98.0393662223782,-0.485889757618896,0.228139908345325,-2.1297885194353,0.0331890769368585,0.150208796281218
26155,NOC2L,NOC2 like nucleolar associated transcriptional repressor,protein_coding,140.968171519679,-0.171163870790793,0.226386333126839,-0.756069805216085,0.44960734439921,0.672163702468916
339451,KLHL17,kelch like family member 17,protein_coding,78.7685503148834,-0.64423518792777,0.215778868360729,-2.98562687264987,0.00282997716753332,0.0331433869475151
84069,PLEKHN1,pleckstrin homology domain containing N1,protein_coding,111.711151092097,-0.601172076446798,0.204027695817134,-2.94652191232712,0.00321369648580995,0.0360404908947293
84808,PERM1,"PPARGC1 and ESRR induced regulator, muscle 1",protein_coding,91.5081039374402,-0.746307812525447,0.23492396857711,-3.17680574292053,0.00148906739934503,0.0218200518807658
57801,HES4,hes family bHLH transcription factor 4,protein_coding,60.9007802642678,-0.592645117885534,0.293476283156562,-2.01939697310864,0.0434459759065022,0.176214603155527
9636,ISG15,ISG15 ubiquitin like modifier,protein_coding,63.7403527951798,-0.837853430242629,0.267108593416436,-3.13675205850219,0.00170830525591167,0.0238639610222159
375790,AGRN,agrin,protein_coding,293.839352137898,-0.696911237398716,0.204816445097618,-3.40261367717109,0.000667445827903393,0.0135470569314863
401934,RNF223,ring finger protein 223,protein_coding,38.5730063203512,-0.723464693415563,0.420745950787035,-1.71948105991815,0.085526813481907,0.259480444697016
54991,C1orf159,chromosome 1 open reading frame 159,protein_coding,120.991396683443,-0.506511181535756,0.192830241168889,-2.62672067651531,0.00862120708913325,0.0665655742700641
254173,TTLL10,tubulin tyrosine ligase like 10,protein_coding,123.800453189839,-0.253224587570035,0.190254475281266,-1.33097834989519,0.183196134813745,0.407367655702579
8784,TNFRSF18,TNF receptor superfamily member 18,protein_coding,71.4774872616057,-0.894285942835481,0.23176799836457,-3.85853935463848,0.000114066702000857,0.00445805353451947
7293,TNFRSF4,TNF receptor superfamily member 4,protein_coding,98.2022690685491,-0.947881329988483,0.204850275921757,-4.62719088721427,3.70658856056843e-06,0.000431561673116894
51150,SDF4,stromal cell derived factor 4,protein_coding,141.802284604302,-0.0829905867255499,0.221982370279309,-0.373861161231531,0.708507613346037,0.851132850828017
126792,B3GALT6,"beta-1,3-galactosyltransferase 6",protein_coding,62.8715894098793,-1.10427921416014,0.329820725113157,-3.34811953912623,0.000813619089421532,0.0152725086176479
388581,C1QTNF12,C1q and TNF related 12,protein_coding,49.7227647317367,-0.627784784111188,0.246814825226134,-2.54354568667423,0.0109733705593189,0.0768771355876552
118424,UBE2J2,ubiquitin conjugating enzyme E2 J2,protein_coding,127.034711993256,0.0151104780946016,0.238814858724806,0.0632727719509859,0.949549297142705,0.97748016128984
6339,SCNN1D,sodium channel epithelial 1 subunit delta,protein_coding,113.091475204151,-0.543933878108305,0.21976376551162,-2.47508444734737,0.0133204675290805,0.0869705889093673
116983,ACAP3,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3",protein_coding,221.25558688366,-0.340039358755461,0.182980018644084,-1.85834148053551,0.0631205367925631,0.217356165985231
126789,PUSL1,pseudouridine synthase like 1,protein_coding,54.3398893608169,-0.594940061310491,0.269506482982112,-2.20751669765947,0.027277981752621,0.133304015086096
54973,INTS11,integrator complex subunit 11,protein_coding,132.035067164338,0.0226753300062631,0.202137770004753,0.112177600483719,0.910682589279187,0.959725976590491
80772,CPTP,ceramide-1-phosphate transfer protein,protein_coding,99.4091996118378,-0.609459605251853,0.21772607415745,-2.79920357545747,0.00512288284777061,0.0481440260063873
83756,TAS1R3,taste 1 receptor member 3,protein_coding,94.524793894099,-0.487733163106069,0.264575424817354,-1.84345603316245,0.0652624554329787,0.221584767757252
1855,DVL1,dishevelled segment polarity protein 1,protein_coding,121.516766063627,-0.593470547968035,0.218642369080253,-2.71434374986213,0.00664072188343472,0.0571048726360747
54587,MXRA8,matrix remodeling associated 8,protein_coding,103.378869373014,-0.191887941578533,0.228974287407513,-0.838032705554504,0.402012335354475,0.631457334804778
54998,AURKAIP1,aurora kinase A interacting protein 1,protein_coding,87.1924686493988,-0.586345676376089,0.230335099459984,-2.545620175782,0.010908380867407,0.0766921461337379
81669,CCNL2,cyclin L2,protein_coding,133.017286201807,0.304532645246957,0.265060109943575,1.14891918407408,0.250589306352337,0.48831573024275
55052,MRPL20,mitochondrial ribosomal protein L20,protein_coding,44.2486165270606,-0.0908435801361284,0.362025945111606,-0.250931131767705,0.801867354608386,0.904287501582049
441869,ANKRD65,ankyrin repeat domain 65,protein_coding,50.8162181557149,-0.650687404230053,0.26896358150931,-2.41923981149667,0.015552982893207,0.0955603565840742
643965,TMEM88B,transmembrane protein 88B,protein_coding,18.7542393107996,0.000135781460509187,0.438243750606503,0.000309830911042709,0.999752790703575,0.999837028258401
64856,VWA1,von Willebrand factor A domain containing 1,protein_coding,102.134563661575,-0.611115893654311,0.253230204630642,-2.41328199590438,0.0158095824197994,0.0963709200428822
219293,ATAD3C,ATPase family AAA domain containing 3C,protein_coding,95.4796545771631,-0.757819755320021,0.243842833414828,-3.10782049530572,0.00188472505391249,0.025422318989444
83858,ATAD3B,ATPase family AAA domain containing 3B,protein_coding,213.307460880333,-0.653373745763133,0.180306082165836,-3.62369221223605,0.0002904271905726,0.00831452410706147
55210,ATAD3A,ATPase family AAA domain containing 3A,protein_coding,147.867509915816,-0.622940854765037,0.205284454389744,-3.03452522314402,0.00240914609446523,0.0298882337809558
339453,TMEM240,transmembrane protein 240,protein_coding,22.4306422855222,-0.643607461293524,0.364256501410822,-1.76690727221266,0.0772437589323776,0.24464424157956
29101,SSU72,"SSU72 homolog, RNA polymerase II CTD phosphatase",protein_coding,109.470668586324,0.0901262682742225,0.281570364210552,0.32008435449843,0.748904385556641,0.874628620788885
643988,FNDC10,fibronectin type III domain containing 10,protein_coding,54.8946159385505,-0.229039317404446,0.255946206006542,-0.894872875742461,0.37085504789187,0.605190750160081
142678,MIB2,MIB E3 ubiquitin protein ligase 2,protein_coding,335.132412045003,-0.433182205074988,0.191369995458584,-2.26358475913084,0.023599666110397,0.12242876749702
8510,MMP23B,matrix metallopeptidase 23B,protein_coding,71.1479464702502,-0.606442811703634,0.243655553040271,-2.48893490887689,0.0128126421190261,0.0848494507963208
984,CDK11B,cyclin dependent kinase 11B,protein_coding,168.312163643689,-0.143418404491844,0.233166177946913,-0.615090943955421,0.538494662373988,0.74111048526755
728661,SLC35E2B,solute carrier family 35 member E2B,protein_coding,202.417178429885,-0.0407321427753949,0.22833159609358,-0.178390303717323,0.858416463685911,0.934442551147668
728642,CDK11A,cyclin dependent kinase 11A,protein_coding,126.777632040076,-0.604717603667238,0.233387570485438,-2.59104459765979,0.00956850905181152,0.0710034403692691
65220,NADK,NAD kinase,protein_coding,275.416436196553,-0.0338957139772249,0.173341561276441,-0.195542913814933,0.844967945673609,0.927339023325782
2782,GNB1,G protein subunit beta 1,protein_coding,428.269849251975,0.565356189982843,0.155572300584573,3.63404145762762,0.000279015999044396,0.00808244207594499
163688,CALML6,calmodulin like 6,protein_coding,59.1905992283987,-0.942786381604407,0.282522202282363,-3.33703466130478,0.000846773872547248,0.0155944252490882
339456,TMEM52,transmembrane protein 52,protein_coding,49.1764236766159,-0.795951418626624,0.284288130293994,-2.79980531654099,0.00511334351600087,0.0481075673582676
85452,CFAP74,cilia and flagella associated protein 74,protein_coding,278.8343423246,-0.582775112251273,0.156147634693548,-3.7322058281255,0.000189810302436047,0.00626554126439845
2563,GABRD,gamma-aminobutyric acid type A receptor subunit delta,protein_coding,151.009055441499,-0.385448560786624,0.20457561554544,-1.88413736289606,0.0595463974791099,0.210038991336189
5590,PRKCZ,protein kinase C zeta,protein_coding,171.91662401853,-0.405032267790461,0.202013703669607,-2.00497421923857,0.0449658032297213,0.179186047434738
199990,FAAP20,FA core complex associated protein 20,protein_coding,166.449028311025,-0.561829859428126,0.218392245224979,-2.57257238620974,0.0100945844006795,0.0733476743354092
6497,SKI,SKI proto-oncogene,protein_coding,307.683484457258,-0.0716618736593236,0.159290797257063,-0.449880814794817,0.652796381840264,0.818554655617747
79906,MORN1,MORN repeat containing 1,protein_coding,165.379532777945,-0.463032730865674,0.192627911086238,-2.40376759657835,0.0162270857652108,0.0978442287299068
11079,RER1,retention in endoplasmic reticulum sorting receptor 1,protein_coding,69.8219007879788,-0.0505195998711629,0.305747243774523,-0.165233214361923,0.868760423277256,0.939731259057737
5192,PEX10,peroxisomal biogenesis factor 10,protein_coding,48.4617963641165,-0.448193583832498,0.309902522312184,-1.44624051617432,0.148109753332654,0.359669264856249
9651,PLCH2,phospholipase C eta 2,protein_coding,280.049656764579,-0.563427478417843,0.186891195510117,-3.01473526818626,0.00257203645032726,0.0313500036369937
55229,PANK4,pantothenate kinase 4 (inactive),protein_coding,132.634175690252,-0.139130568764067,0.192576709539715,-0.722468304171404,0.470006605625203,0.688833086571471
388585,HES5,hes family bHLH transcription factor 5,protein_coding,25.9942868342709,-0.410099748872418,0.402975545824936,-1.01767899596214,0.308830532213407,0.546264125343407
8764,TNFRSF14,TNF receptor superfamily member 14,protein_coding,212.352047554617,-0.173222623695851,0.215340032740761,-0.804414402148749,0.421157686276936,0.64842607274168
127281,PRXL2B,peroxiredoxin like 2B,protein_coding,78.4939291242359,-0.298057402467886,0.208240272796537,-1.43131488671793,0.152339989300598,0.366013199988581
79258,MMEL1,membrane metalloendopeptidase like 1,protein_coding,142.824825985342,-1.01927419753478,0.218129800763144,-4.67278745943364,2.97139212661335e-06,0.00036748857203231
100287898,TTC34,tetratricopeptide repeat domain 34,protein_coding,171.708957922135,-0.60344987129825,0.175077027208371,-3.44676786509542,0.000567335832562708,0.0123724562795631
140625,ACTRT2,actin related protein T2,protein_coding,36.0701356180835,-0.321960047439337,0.33956107323067,-0.948165360581906,0.343045278465484,0.579453743101798
63976,PRDM16,PR/SET domain 16,protein_coding,205.234614743019,-0.406657303556736,0.19788255268753,-2.0550437521335,0.0398747789840934,0.168019499893715
27237,ARHGEF16,Rho guanine nucleotide exchange factor 16,protein_coding,147.433284691,-0.429973625433464,0.173357469653937,-2.48027169692656,0.0131282305294857,0.0861455645605864
1953,MEGF6,multiple EGF like domains 6,protein_coding,322.543248324508,-0.459056628807108,0.159372202435723,-2.88040587876203,0.00397163516834892,0.0412845318751011
127262,TPRG1L,tumor protein p63 regulated 1 like,protein_coding,77.9874280403652,0.319547591961853,0.240110191184907,1.33083727260778,0.183242560770927,0.407438333086103
49856,WRAP73,"WD repeat containing, antisense to TP73",protein_coding,53.4322213670897,0.0182828959584544,0.270605321448269,0.0675629579662553,0.946133543251577,0.97612554160098
7161,TP73,tumor protein p73,protein_coding,172.536772906841,-0.593640733157973,0.19487575895518,-3.04625232168823,0.00231713294461052,0.029239053990164
