"cancer","lasso_genes","lasso_cindex","lasso_km_p","rf_auc","rf_accuracy","rf_sensitivity","rf_specificity","rf_auc_sd","rf_method"
"colorectal",52,0.753,2.9e-11,1,0.993,1,0.9,0,"10-fold_CV"
