"Symbol","colorectal","esophagus","kidney","liver","pancreatic","padj_colorectal","padj_esophagus","padj_kidney","padj_liver","padj_pancreatic","n_cancers"
"KIFC1",0.946747574189705,1.03534993468859,1.78535582373075,NA,NA,0.818758931234246,0.997715338829144,2.21829504488001e-19,NA,NA,1
"IL1B",0.98304037911286,NA,NA,NA,NA,0.818758931234246,NA,NA,NA,NA,NA
"KIT",0.979298870474767,NA,NA,NA,NA,0.818758931234246,NA,NA,NA,NA,NA
"CENPF",0.966123350367124,1.08041688058436,1.70837890238421,NA,NA,0.818758931234246,0.997715338829144,1.74664624404003e-21,NA,NA,1
"CD19",0.985096587491664,NA,NA,NA,NA,0.818758931234246,NA,NA,NA,NA,NA
"MCM10",0.960374837581101,1.00902215196024,1.55034786557981,NA,NA,0.818758931234246,0.997715338829144,1.39455192817063e-14,NA,NA,1
"TROAP",1.03220173060207,1.2417634913434,NA,NA,NA,0.873230030880034,0.997715338829144,NA,NA,NA,NA
"IGF1",0.988518396414666,NA,NA,NA,NA,0.873325452270399,NA,NA,NA,NA,NA
"CDT1",0.979149576528189,1.28103182806229,NA,NA,NA,0.906469365414551,0.997715338829144,NA,NA,NA,NA
"CD44",0.976667948893341,NA,1.41143107144464,NA,NA,0.906469365414551,NA,1.13796249697883e-09,NA,NA,1
"MMP9",1.00834371499777,1.02381954972958,1.13761825285061,NA,1.11126408060168,0.908474165283337,0.997715338829144,1.62394189751998e-05,NA,0.114014722263901,1
"CCL5",0.991682457979473,NA,1.22015735321693,NA,NA,0.921303712973408,NA,1.48462092891308e-06,NA,NA,1
"NCAM1",0.992948159283461,NA,NA,NA,NA,0.921776810874799,NA,NA,NA,NA,NA
"FOXM1",0.985503460984743,0.995685844087333,1.75609316789776,NA,NA,0.921776810874799,0.997715338829144,2.78713664458627e-26,NA,NA,1
"BCL2",0.996211580917638,NA,NA,NA,NA,0.961775887524248,NA,NA,NA,NA,NA
"APOE",NA,1.16459405564718,NA,NA,NA,NA,0.997715338829144,NA,NA,NA,NA
"CCNB2",NA,1.19931779124269,1.71893122530553,NA,NA,NA,0.997715338829144,4.05472845660207e-23,NA,NA,1
"CENPI",NA,1.1477612820802,NA,NA,NA,NA,0.997715338829144,NA,NA,NA,NA
"EGF",NA,1.04578902686208,1.03054961682393,NA,NA,NA,0.997715338829144,0.343030062332293,NA,NA,NA
