Symbol,Module,Degree,Log2FC
SOCS1,3,4,-1.2362878599559
LILRB3,3,4,-1.18861685994164
CST2,3,4,-4.7058307001971
PRDM1,3,4,1.03738381770546
CMA1,3,4,1.93490801722911
ODC1,3,4,-1.93895110354077
CLEC9A,3,4,1.26258199078178
APLN,3,4,-1.89985476146661
CLEC5A,3,4,-1.04142767845348
NLRP9,3,4,1.079125184147
ACKR1,3,4,1.14334329889303
CLEC4E,3,4,-1.47147243670945
RARRES2,3,4,-1.23042934173831
BATF2,3,4,-1.29203634956938
NOS2,3,4,-1.70695659908123
MTUS2,3,4,1.04722286011441
CSPG4,3,4,-1.0476058581924
FSTL1,3,4,-1.08073236652391
CFHR4,3,2,-5.89535293926121
ETV4,3,2,-1.27552012915065
PSCA,3,2,3.66282056577591
CST1,3,2,-7.85359278953665
TAB3,3,2,1.00405747428193
ANGPTL1,3,2,1.55206176659712
ULBP1,3,2,-2.56374754070137
NLRX1,3,2,1.23776163430767
AQP9,3,2,-2.76857415428501
LAMP3,3,2,-1.39629783864154
ANKRD22,3,2,1.32604891129704
CTSZ,3,2,-1.07636679208218
CD300LF,3,2,-1.2870027517487
TYRO3,3,2,1.03815673113819
TMPRSS11D,3,2,1.69270730239522
NAGK,3,2,1.01734538084937
CRYM,3,2,1.88473127767761
ETV5,3,2,-1.19602913057646
CLEC4F,3,2,1.98349596477474
LILRA6,3,2,-1.22430986323787
PTH2R,3,2,-3.46445613414831
IL12A,3,2,2.10136092142676
ACSM1,3,2,1.19020064448283
CD300E,3,2,-1.56770378111925
IL31RA,3,2,-2.64881497416841
CCL14,3,2,1.59061982211879
HRK,3,2,-1.003777617075
DEFB1,3,2,1.17927405917297
LMO1,3,2,-1.40380278913864
TNFRSF13B,3,2,1.3701338912466
HOXC6,4,14,-1.26786422657487
HOXB5,4,12,-1.71775560005795
HOXB6,4,12,-1.54422055331988
HOXB7,4,10,-2.67230953999698
HOXA7,4,10,-1.41092580484672
HOXC9,4,8,-2.37127525537308
HOXC10,4,8,-4.78944848670569
HOXB8,4,8,-3.91329140937192
HOXA10,4,6,-3.03078645974633
TMEM26,4,6,-1.45053508774446
HOXB9,4,6,-4.07595552962438
HOXC8,4,4,-2.20357487380747
CIDEA,4,4,3.38150789967811
HOXA13,4,4,-6.43426183979346
HOXA11,4,4,-4.55789392867528
HOXC13,4,2,-3.08656421530185
HOXC11,4,2,-5.0583510290893
DIO2,4,2,1.35902978618854
APOE,5,62,-1.9909330624849
LPL,5,26,-1.53690061757258
SERPINA1,5,22,-1.4328402079994
GC,5,20,1.6057451129133
MAPT,5,20,1.8494239917269
VLDLR,5,18,1.12244934189576
APOC4-APOC2,5,18,-2.03152134032196
APOC1,5,16,-2.92507460700064
SORT1,5,16,1.39896003991629
NTRK2,5,16,-1.45646749700747
PNPLA3,5,16,-1.20769939660766
CYP24A1,5,16,-1.53350222291396
FGA,5,16,1.53127727759845
PLXNA1,5,14,-1.26032609929715
LRRK2,5,14,1.15260263510173
LPIN1,5,14,1.75980737223131
PLPP4,5,14,-3.20659483434613
PLA2G7,5,14,-1.97404772707629
DGAT2,5,14,1.47183522755887
LRP8,5,12,-1.1946736253949
GSN,5,12,1.04501864739942
TFRC,5,12,-1.2101901309601
LIPG,5,12,-1.86564953380784
RAB11A,5,10,1.27491414057307
MYO5B,5,10,1.39344022973699
MGLL,5,10,2.00065430859721
TIAM1,5,10,1.10397511130907
PLEK,5,10,-1.05170168080066
SLC2A1,5,10,-1.13749897122475
NTS,5,10,-2.59914113585371
RELN,5,10,1.00699354829987
VAV3,5,10,1.20665071381005
APOL1,5,10,-1.09893855326893
DCX,5,10,1.91047588636469
CYP27B1,5,10,-1.24220327529761
FCHO2,5,8,1.31959890560392
DGKI,5,8,-1.87445451001885
ABHD5,5,8,1.10894002240145
SNX9,5,8,1.16355173528431
PLCD1,5,8,1.33756713426171
SCIN,5,8,2.37358506536654
PTK6,5,8,2.19463764619934
CLTB,5,8,1.20001853571243
PCSK9,5,8,-1.86535212490202
VAV2,5,8,-1.09199741404933
PLXND1,5,8,-1.16456875487062
VIP,5,8,1.50638924152659
CALB2,5,8,1.36997414415914
RBFOX3,5,8,1.73687364705001
SH3GL2,5,8,1.4628315063582
SAA4,5,8,1.20063063877759
GRP,5,8,-4.02360975859062
ORM2,5,8,1.09582524478703
GPD1L,5,6,1.50016050754879
PLEKHM1,5,6,1.25153897285282
CDS1,5,6,1.09725505910242
RAB10,5,6,1.14342611234613
GIPC1,5,6,1.16752272028313
