"Symbol","Coefficient"
"FN1",0.188795412970884
"LUM",0.00440959284920805
"COL16A1",-0.14482809659667
"COL4A2",-0.0990052870954799
"IFI6",-0.205499528300076
"TIMP1",-0.0550341479914931
"OASL",0.391603375727038
"IFITM1",0.0916801141785367
"BST2",0.0331622961696941
"OAS3",0.118952050486619
"TGFBI",0.231294502565738
