Symbol,n_studies,method_used,pooled_log2FC,pooled_se,rem_pvalue,I2,tau2,Q,Q_pval,vote_up,vote_down,fisher_pvalue,rem_padj,fisher_padj
SLC35A1,5,REML,0.150472206237642,0.144203338573148,0.296729549265412,90.8626027545538,0.0837917914641797,21.3129963576854,0.00027447939303517,0,0,1.95353551603228e-08,0.590026772797409,3.20175150328951e-08
CD14,5,REML,0.589467765607011,0.564916088460501,0.296734949926761,98.6933640122305,1.55925437484662,262.567252078128,1.27570934789321e-55,2,0,8.17704124724832e-58,0.590026772797409,1.05936238838922e-56
DNTTIP2,6,REML,-0.142799916805656,0.136878340290485,0.296827148926608,90.1986910458465,0.0886765329133329,52.9722862652911,3.4077030857605e-10,0,0,9.98958870862023e-16,0.590117716039791,2.36599650896801e-15
CNTN3,5,REML,2.05920932540281,1.97414246245727,0.296906362044919,99.5755695139264,19.2723892842669,276.228356637106,1.44925857460079e-58,2,1,1.40879773461594e-57,0.590117716039791,1.81733702634802e-56
BAZ1B,6,REML,-0.110612883339829,0.106046638128797,0.296921042220123,89.3694362494867,0.0515494039463653,33.0207080268345,3.72796772451552e-06,0,0,3.88813600656412e-08,0.590117716039791,6.23889029357171e-08
C19orf18,4,REML,0.581622841403997,0.557631357291593,0.296937216797741,91.5944970119281,1.05645810556905,38.23096898285,2.52547201159144e-08,2,0,4.85747659276597e-19,0.590117716039791,1.35198868621098e-18
RBM25,7,REML,0.157533209002606,0.151072411070083,0.297056573891796,94.1118269939531,0.132740965372229,128.098866469004,3.23031027493021e-25,0,0,5.7595096286081e-46,0.590237156754978,4.77478863108357e-45
ACBD6,5,REML,-0.240361543472983,0.230517946568888,0.29708629202426,97.301219589349,0.24434685660354,93.8689262750179,1.98275711027566e-19,0,0,1.46393571671178e-18,0.590237156754978,3.98558415021009e-18
GAPDHS,3,REML,-0.192541609111683,0.184690572046429,0.297175690938208,0.00248470641246299,3.94733804400031e-06,2.06244026306223,0.356571630753555,0,0,0.330829637336112,0.590237156754978,0.344181506107525
TMEM200A,5,REML,-0.649890938268795,0.623430947016903,0.297206553665817,94.4164324029941,1.67800055316895,109.679708349093,8.51722693951758e-23,0,1,1.69147625339968e-49,0.590237156754978,1.58234875318035e-48
SPP2,5,REML,0.950972785872636,0.912268033587182,0.297213776083154,98.8866936169633,4.06505716621444,270.753820977703,2.19429819165332e-57,2,1,2.94846796654684e-56,0.590237156754978,3.5886115363621e-55
TMEM120B,5,REML,-0.163264897993769,0.15663846454804,0.297270758909063,87.5480232849382,0.0973539514130527,33.2382621158723,1.06754839891237e-06,0,0,3.09003993852663e-06,0.590237156754978,4.45613486401278e-06
ANAPC7,6,REML,-0.259932456303535,0.249382855436889,0.297271300103054,97.8415368243342,0.350062546276815,186.218697219415,2.51162594606449e-38,0,1,7.2048751336886e-37,0.590237156754978,4.2474400709939e-36
NUP35,5,REML,-0.0724970435599935,0.0695739772909384,0.297405286915031,54.192514963322,0.0115220042172896,9.03376740818043,0.0602609759609061,0,0,0.00267943872978549,0.590411968736404,0.00323687703638269
CNOT10,5,REML,-0.201594229766049,0.193478950657435,0.297437647645256,96.2853089341661,0.172375160252117,43.6127789458899,7.72079316811898e-09,0,0,4.70956477232054e-09,0.590411968736404,7.9663754084794e-09
EIF3G,6,REML,-0.0952337711403581,0.0914165591193657,0.297524705986289,78.6166723065541,0.0344703872409839,32.2347179464913,5.33807259975686e-06,0,0,7.867059815015e-11,0.590507050049122,1.45904885020817e-10
MOV10,6,REML,-0.0914423659153282,0.0877935177729892,0.297614931828789,82.5224413663127,0.0312410334041878,35.3445122540348,1.28426567997312e-06,0,0,4.35650582428687e-06,0.590516494473448,6.23421027047314e-06
HSD17B1,5,REML,-0.0538445087000848,0.0516984859969407,0.297638748098015,0,0,2.55526658082573,0.634767545559798,0,0,0.69455273555102,0.590516494473448,0.702801801792215
HEATR1,5,REML,-0.314212512605086,0.301694398615035,0.297646941279355,98.5897870419432,0.441043792038442,113.231022123912,1.48845385148963e-23,0,1,4.05939490153922e-34,0.590516494473448,2.15472281292543e-33
SGCA,5,REML,0.708556090152231,0.680456234648671,0.29773837338896,97.16719440522,2.09769548371263,88.3049549407864,3.01650644008217e-18,1,0,1.49877833892931e-20,0.590587983591828,4.45614695407216e-20
PACC1,5,REML,-0.328932953667214,0.315903151517038,0.297761302337445,94.4439771619824,0.4497849972172,56.3868032739349,1.66358863679003e-11,0,1,1.2245125838383e-14,0.590587983591828,2.75606712899725e-14
SMIM1,5,REML,0.423648483601639,0.406955725292949,0.29786691107246,94.2988524169493,0.732326973281887,43.1386237573497,9.68467810945735e-09,1,0,4.08107245912981e-17,0.590611940414382,1.0313821465339e-16
ZNF416,5,REML,-0.168232420523602,0.161606285959496,0.29787475319028,74.5688767477755,0.0871874084601175,16.8839719894894,0.00203589519833278,0,0,0.000405948897456238,0.590611940414382,0.00051751706599375
CCNE1,5,REML,-0.682943103895411,0.656066063048962,0.297890876577705,95.3751457228873,1.94408805857681,60.3551375553828,2.4428153962467e-12,1,2,2.17799911314458e-18,0.590611940414382,5.87658375849352e-18
TMED7,7,REML,-0.1020351718694,0.0980638751751303,0.298109038450169,70.7031639005014,0.0404965726245181,25.01329921612,0.000339523995276529,0,0,3.44821449300878e-05,0.590755039975325,4.69051727896197e-05
WDFY2,5,REML,0.221885117244218,0.213250779977992,0.298112714395315,95.2641951670329,0.209260415073195,70.8896086567444,1.47283023464203e-14,0,0,1.49046204909607e-42,0.590755039975325,1.08110474749248e-41
VPS11,6,REML,-0.143194115408926,0.137627151241591,0.298131064822482,90.9039353889135,0.0928893449929121,37.0592038971653,5.82800722719937e-07,0,0,1.79610065230362e-07,0.590755039975325,2.78053565719522e-07
MRPS23,5,REML,-0.259655490420106,0.249572029607698,0.298152704603978,97.4738035660538,0.291441386717144,69.7729509334053,2.53470264860228e-14,0,0,2.38469264620445e-25,0.590755039975325,8.83349670959547e-25
RARS1,7,REML,-0.103252693206079,0.0992507365832467,0.298190474205646,84.0885933587758,0.0485017274469803,36.8169691942579,1.91161916314868e-06,0,0,3.06799603864885e-15,0.590755039975325,7.09265372724584e-15
PSME1,7,REML,-0.0610395769247944,0.0586769730553661,0.298216993757536,53.0821947250826,0.0101931570016436,12.5108353219232,0.0514960822119223,0,0,4.67528010848367e-06,0.590755039975325,6.67897158354811e-06
SIGLEC1,5,REML,0.635579490016772,0.611030595378792,0.298258041200184,98.1268329441123,1.80932334276892,183.071812837886,1.63219194262698e-38,2,0,2.71561600171633e-44,0.590755039975325,2.10655809186637e-43
ADIPOR2,7,REML,0.1187351831257,0.114153453805418,0.298276450555181,77.7700119866768,0.0545263767502458,20.6576429639733,0.00211329468579699,0,0,0.00569665309480909,0.590755039975325,0.00672676289178541
ZPR1,5,REML,0.267500539360247,0.257287176439656,0.298480994895952,95.083634974645,0.29539968625161,83.8495404065202,2.66079627888372e-17,1,0,2.64134656234222e-43,0.591082521737486,1.9689325832981e-42
PTGES3,7,REML,-0.19172694300243,0.184465389090937,0.298634829102852,95.2276195850144,0.213864928935436,118.694195762711,3.06397271665203e-23,0,1,1.26494400613093e-23,0.591309509305542,4.34914628646932e-23
ZNF510,5,REML,0.178058256662388,0.171354112086659,0.298746836223954,93.3437598430872,0.130926720162355,68.7182586787587,4.23176251821811e-14,0,0,4.28267887260617e-26,0.591317842520713,1.63335350022512e-25
CYSTM1,6,REML,-0.195832728540384,0.188497051418067,0.298843493873361,93.6816701573293,0.190235775454338,100.247415741024,4.68715688769041e-20,0,0,3.07961662908181e-56,0.591317842520713,3.74219329303414e-55
EVA1A,6,REML,0.266776833745117,0.256806849697342,0.29888711372237,95.7589837592298,0.357533345261995,153.437942921555,2.47488630700285e-31,1,0,5.13528182345583e-32,0.591317842520713,2.49726055781083e-31
FGD4,5,REML,0.462555651484535,0.445282637541651,0.298901890342254,98.3457855275284,0.965549813489867,138.085881554495,7.2509711616513e-29,2,0,1.12172046762541e-37,0.591317842520713,6.77977741554759e-37
SUV39H2,5,REML,-0.268948122461043,0.258911386075926,0.298913977165716,95.5065526402824,0.308576294129417,32.9459257599654,1.22532043075079e-06,0,1,7.21194391226881e-12,0.591317842520713,1.41168372529872e-11
PSMD11,6,REML,-0.216921945479772,0.208836656334692,0.298936906384536,97.4887258719627,0.242621228140386,68.561472026906,2.04110529238776e-13,0,1,1.02175371123882e-20,0.591317842520713,3.06322981421103e-20
TMEM9,6,REML,-0.188967435448064,0.181926029766751,0.298942060682565,94.9271235688751,0.169554052449374,140.189014576237,1.63114368454587e-28,0,0,2.02920188337706e-27,0.591317842520713,8.10605679505325e-27
COIL,6,REML,-0.142076033422605,0.136793299216335,0.298982258992948,91.3348026770287,0.0912684040915099,33.0747356955884,3.63699597394255e-06,0,0,3.86070664959183e-06,0.591317842520713,5.5425986553546e-06
PLLP,5,REML,0.378037579946326,0.363988515424872,0.298991946234777,93.7005980282978,0.559166312050696,32.4720142450436,1.53189275933042e-06,1,0,1.14717540733714e-06,0.591317842520713,1.69701835811694e-06
FGFR1,5,REML,0.382722893660305,0.368566860893661,0.299079999207113,96.3066202212963,0.627742360534342,81.7255699412455,7.5049203767883e-17,1,0,1.43622028723384e-17,0.591414422769901,3.72774559922312e-17
PDLIM3,5,REML,-0.406427793856733,0.391527369400909,0.299243438835921,94.4541325811001,0.682449506806537,76.6452172263904,8.94015128186908e-16,0,2,1.38532438976123e-25,0.591660031158475,5.19152380656048e-25
LRRC40,5,REML,-0.23148685268349,0.223050074410549,0.299351725102135,96.4014917380907,0.227177713333307,164.657658856127,1.46500450068504e-34,0,0,3.21073010237568e-42,0.591796540972757,2.29577097884425e-41
ACSF3,6,REML,0.208723773068853,0.201136051261795,0.299398416730783,94.4676182932998,0.215241561950688,119.017564910302,5.06757070965543e-24,0,0,1.52627830808498e-23,0.591811262852301,5.22266323710494e-23
TIGD6,5,REML,-0.126245873910918,0.121683416654786,0.299505463793793,73.9187809411716,0.0489047576682802,11.8191302201291,0.0187481835127213,0,0,0.00549062651780895,0.591945267891272,0.00648892224831967
SEC16A,5,REML,0.221099196195869,0.213199693093609,0.299711562173888,94.5298700558501,0.208859844775706,102.286865513338,3.20544985161455e-21,0,0,3.79621060801517e-65,0.592274978060836,6.29778393496906e-64
RNF146,5,REML,0.220316827570926,0.212486700238616,0.299805785760238,95.8291249239488,0.20775871327939,47.8292861803488,1.02437068000303e-09,0,0,3.67473771396539e-18,0.592383549431916,9.81839913653403e-18
REEP6,7,REML,0.262808107478277,0.253506272428284,0.299879085190946,94.3471161903646,0.38660060428187,118.62045321651,3.1751713817466e-23,1,0,4.91395030877878e-22,0.592450753921062,1.5640010691512e-21
C11orf52,5,REML,0.134597444454493,0.129913971380638,0.300178549590075,74.1477421577177,0.0511849196557969,13.3799741099918,0.00956095219553564,0,0,0.0177638400115122,0.592784753792059,0.0203046090634127
ARFGAP1,6,REML,-0.133848312116737,0.129193145716084,0.300186928726777,92.459258923329,0.08135411774602,117.653701884313,9.85318226172488e-24,0,0,1.45327538134063e-22,0.592784753792059,4.74461847815907e-22
MPPED1,5,REML,0.749263118125881,0.723231536183166,0.30020520872458,98.4480496350949,2.52303669759995,137.646343820904,9.00483555416049e-29,3,1,1.6937107244184e-68,0.592784753792059,3.14934127302459e-67
TRAPPC4,5,REML,-0.0913259642869405,0.0881530660776894,0.300205382275196,74.853875705576,0.0252834441637327,12.282249526249,0.0153712796380649,0,0,0.0051426230135713,0.592784753792059,0.00608766426286641
RCC1L,6,REML,-0.123436116135608,0.119171522905239,0.300302299261516,87.5990201665162,0.0646247592529035,40.4572159028392,1.20761705564567e-07,0,0,3.645665903551e-07,0.592892912715819,5.55431822848546e-07
H4C3,2,REML,-0.751995979021839,0.72610962743809,0.300365107335132,93.7808966402549,0.988915142702462,16.0794883467089,6.07383630289143e-05,0,1,3.94926803659207e-08,0.592892912715819,6.33293938662361e-08
IARS2,7,REML,-0.137501953604461,0.13277222277321,0.300378106972736,92.0474454236276,0.101369272765311,40.5868994247504,3.49209147883228e-07,0,0,1.35242114918876e-13,0.592892912715819,2.8961248125201e-13
RAB6C,2,REML,-0.681418707685535,0.658069854704581,0.300444422755858,89.7378871684397,0.780222759595753,9.74458200191075,0.00179852024776761,0,1,1.25295341291149e-10,0.592916027757195,2.30084479623785e-10
PHF5A,6,REML,-0.175265860032102,0.169278630704869,0.300496580225281,93.1983284989806,0.141548489990976,65.9394346853856,7.1544323108675e-13,0,0,7.57411555696107e-24,0.592916027757195,2.6281100459957e-23
NTSR1,2,REML,2.03817319041019,1.96859305998214,0.300507771893119,95.154474916821,7.38056017154834,20.6375982547576,5.54954932970586e-06,1,0,1.48071501413437e-06,0.592916027757195,2.17294496040739e-06
LRRC75B,5,REML,0.406204067547389,0.392370262973903,0.300548898107445,98.3833984658566,0.732603476637694,133.193252773328,8.07937318532508e-28,2,0,1.1541026687925e-53,0.592919594905843,1.25841418983303e-52
VWA8,5,REML,0.251613237240751,0.243172908173897,0.300804753685945,97.5004936482607,0.280922655792288,153.277053000713,4.04006287495346e-32,0,0,5.1411502444343e-35,0.593327192602545,2.81512511568879e-34
GHITM,7,REML,0.179723943914265,0.17371978380982,0.300873354965299,94.7152141119809,0.189223208848363,211.850490386833,5.68092448809818e-43,0,0,9.05143847081239e-62,0.593327192602545,1.34214053234858e-60
