sample,condition
GSM2676189,Cancer
GSM2676190,Normal
GSM2676191,Cancer
GSM2676192,Cancer
GSM2676193,Normal
GSM2676194,Cancer
GSM2676195,Normal
GSM2676196,Cancer
GSM2676197,Normal
GSM2676198,Cancer
GSM2676199,Cancer
GSM2676200,Cancer
GSM2676201,Cancer
GSM2676202,Cancer
GSM2676203,Cancer
GSM2676204,Normal
GSM2676205,Cancer
GSM2676206,Cancer
GSM2676207,Normal
GSM2676208,Cancer
GSM2676209,Cancer
GSM2676210,Normal
GSM2676211,Cancer
