sample,condition
GSM4075467,Normal
GSM4075468,Cancer
GSM4075469,Normal
GSM4075470,Cancer
GSM4075471,Normal
GSM4075473,Normal
GSM4075474,Cancer
GSM4075475,Normal
GSM4075476,Cancer
GSM4075477,Normal
GSM4075478,Cancer
GSM4075479,Normal
GSM4075480,Cancer
GSM4075481,Normal
GSM4075482,Cancer
GSM4075466,Cancer
GSM4075472,Cancer
GSM4075483,Normal
