sample,condition
GSM5013470,Normal
GSM5013471,Normal
GSM5013472,Normal
GSM5013473,Normal
GSM5013474,Normal
GSM5013475,Cancer
GSM5013476,Cancer
GSM5013477,Cancer
GSM5013478,Cancer
GSM5013479,Cancer
GSM5013480,Cancer
GSM5013481,Cancer
GSM5013482,Cancer
GSM5013483,Cancer
GSM5013484,Cancer
