sample,condition
GSM4101866,Cancer
GSM4101867,Cancer
GSM4101868,Cancer
GSM4101869,Cancer
GSM4101870,Cancer
GSM4101871,Cancer
GSM4101872,Cancer
GSM4101873,Cancer
GSM4101874,Normal
GSM4101875,Normal
GSM4101876,Normal
GSM4101877,Normal
GSM4101878,Normal
GSM4101879,Normal
GSM4101880,Normal
GSM4101881,Normal
