Sample,Condition
GSM2127795,normal
GSM2127796,normal
GSM2127797,normal
GSM2127798,normal
GSM2127799,normal
GSM2127800,normal
GSM2127801,tumor
GSM2127802,tumor
GSM2127803,tumor
GSM2127804,normal
GSM2127805,normal
GSM2127806,normal
GSM2127807,tumor
GSM2127808,tumor
GSM2127809,tumor
