Sample,Condition
GSM2359144,tumor
GSM2359145,normal
GSM2359146,tumor
GSM2359147,normal
GSM2359148,tumor
GSM2359149,normal
GSM2359150,tumor
GSM2359151,normal
GSM2359152,tumor
GSM2359153,tumor
GSM2359154,normal
GSM2359155,tumor
GSM2359156,normal
