Sample,Condition
GSM4760254,normal
GSM4760255,tumor
GSM4760256,tumor
GSM4760257,tumor
GSM4760258,tumor
GSM4760259,normal
GSM4760260,tumor
GSM4760261,tumor
GSM4760262,tumor
GSM4760263,tumor
GSM4760264,tumor
GSM4760265,tumor
GSM4760266,tumor
GSM4760267,tumor
GSM4760268,tumor
GSM4760269,tumor
GSM4760270,tumor
GSM4760271,tumor
GSM4760272,normal
GSM4760273,tumor
GSM4760274,tumor
GSM4760275,tumor
GSM4760276,normal
GSM4760277,tumor
GSM4760278,tumor
GSM4760279,normal
