Sample,Condition
GSM6716419,normal
GSM6716418,normal
GSM6716417,normal
GSM6716416,normal
GSM6716415,normal
GSM6716414,normal
GSM6716413,normal
GSM6716412,normal
GSM6716411,normal
GSM6716410,normal
GSM6716409,tumor
GSM6716408,tumor
GSM6716407,tumor
GSM6716406,tumor
GSM6716405,tumor
GSM6716404,tumor
GSM6716403,tumor
GSM6716402,tumor
GSM6716401,tumor
GSM6716400,tumor
