Sample,Condition
GSM8003781,normal
GSM8003780,normal
GSM8003779,normal
GSM8003778,normal
GSM8003777,normal
GSM8003776,normal
GSM8003775,normal
GSM8003774,normal
GSM8003773,normal
GSM8003772,tumor 
GSM8003771,tumor 
GSM8003770,tumor 
GSM8003769,tumor 
GSM8003768,tumor 
GSM8003767,tumor
GSM8003766,tumor 
GSM8003765,tumor 
GSM8003764,tumor
