Sample,Condition
GSM6304375,tumor
GSM6304374,tumor
GSM6304373,tumor
GSM6304372,tumor
GSM6304371,tumor
GSM6304370,tumor
GSM6304369,tumor
GSM6304368,normal
GSM6304367,normal
GSM6304366,normal
GSM6304365,normal
GSM6304364,normal
