Symbol,n_cancers,n_up,n_down,mean_lfc,sd_lfc,cancers
PLP1,3,2,1,1.56970789404821,3.19134446950916,colorectal|esophagus|kidney
TACSTD2,3,1,2,-1.5521836820734,2.42520933145394,colorectal|esophagus|kidney
MS4A2,3,3,0,1.50907975612699,0.148555062097501,colorectal|kidney|liver
GRIN2D,3,1,2,-1.50893646406689,2.67981275709233,colorectal|esophagus|kidney
SIM2,3,1,2,-1.48995504979528,3.24796930197111,colorectal|esophagus|kidney
SFRP2,3,3,0,1.48344755289917,0.114784614625985,colorectal|kidney|pancreatic
LILRA4,3,3,0,1.44064776274034,0.55079763915717,colorectal|kidney|pancreatic
AQP9,3,1,2,-1.41566703369318,2.31392481660665,colorectal|esophagus|kidney
RAB3B,3,1,2,-1.40658686741355,2.34284120416424,colorectal|esophagus|kidney
EDIL3,3,3,0,1.35677499187865,0.191175902339476,colorectal|kidney|pancreatic
FBXO2,3,0,3,-1.35543305396842,0.229888865795335,colorectal|kidney|pancreatic
LIPG,3,0,3,-1.3231686059918,0.471326068114146,colorectal|esophagus|kidney
GNA15,3,3,0,1.32313396745783,0.227298318067503,esophagus|kidney|pancreatic
KCNK10,3,1,2,-1.3219762411885,2.25169544140924,colorectal|kidney|pancreatic
KRT7,3,1,2,-1.31687525602614,2.21102818332419,colorectal|esophagus|kidney
FAM89A,3,0,3,-1.29139648268044,0.172177847976904,colorectal|esophagus|kidney
ATP1A2,3,2,1,1.27306169494649,2.40390066533854,colorectal|esophagus|kidney
MS4A4E,3,3,0,1.24350918592903,0.225477336372176,colorectal|esophagus|kidney
C6,3,2,1,1.24038405929141,2.09565393203867,colorectal|esophagus|pancreatic
CTHRC1,3,1,2,-1.22578279832739,3.48843140264823,colorectal|esophagus|kidney
KIAA0408,3,3,0,1.21680365846342,0.1140730892567,colorectal|esophagus|kidney
HTR1D,3,1,2,-1.21320418373868,2.58236340075838,colorectal|esophagus|kidney
G0S2,3,0,3,-1.21174855140389,0.039814225797324,colorectal|esophagus|kidney
ASPA,3,2,1,1.20608114843426,1.98686823100583,colorectal|esophagus|kidney
TLR3,3,3,0,1.2058973871988,0.0272909881792561,colorectal|esophagus|kidney
PTGS1,3,3,0,1.18938706252536,0.113806409538883,colorectal|esophagus|pancreatic
GLYATL1,3,1,2,-1.18117301577526,1.96017704046555,colorectal|esophagus|kidney
ABAT,3,1,2,-1.14479196023165,2.07270721031894,esophagus|kidney|pancreatic
IGFL4,3,1,2,-1.13876995839224,2.41058976145119,colorectal|esophagus|kidney
MCEMP1,3,1,2,-1.11394667956821,3.38038828779026,colorectal|esophagus|pancreatic
ACAN,3,1,2,-1.10192333621238,2.53880071602562,colorectal|esophagus|kidney
XPNPEP2,3,2,1,-1.0991290234157,3.85930293269566,colorectal|esophagus|kidney
ADAM12,3,1,2,-1.09228815806004,2.1643021924772,colorectal|esophagus|kidney
MYEOV,3,2,1,1.08978997545031,3.01283093464963,colorectal|esophagus|kidney
KIF26B,3,1,2,-1.06708047093494,2.34438869489062,colorectal|esophagus|pancreatic
PI16,3,2,1,1.06070147429155,3.15288488508834,colorectal|esophagus|kidney
MUC15,3,1,2,-1.05179133256756,3.76534361839816,esophagus|kidney|pancreatic
KRT222,3,2,1,1.04849778848931,2.13230877813345,colorectal|esophagus|kidney
FAP,3,1,2,-1.04341558006126,2.88857024839739,colorectal|esophagus|kidney
STC2,3,1,2,-1.01674825077954,3.39134436902246,colorectal|esophagus|kidney
HMGCLL1,3,2,1,1.01089089577564,2.10386581043857,colorectal|esophagus|kidney
TDO2,3,1,2,-1.00845241291119,1.90171060907782,colorectal|esophagus|kidney
CHP2,3,1,2,-1.00463191904961,3.67372689283578,colorectal|esophagus|kidney
CLEC3B,3,2,1,1.0035991385975,2.03629081809924,colorectal|esophagus|kidney
IGFBP3,3,2,1,0.997749896099488,2.43355534965029,esophagus|kidney|pancreatic
ABCA8,3,2,1,0.978542448126576,2.49862803720293,colorectal|esophagus|kidney
EMX1,3,1,2,-0.964650435078394,1.94226817218335,colorectal|esophagus|kidney
UNC93A,3,1,2,-0.963449939030101,2.63208500892619,colorectal|esophagus|kidney
RFX8,3,1,2,-0.959227320089582,2.14169934034005,colorectal|esophagus|kidney
C16orf89,3,2,1,0.953723140702281,2.6512675622984,colorectal|esophagus|kidney
ADAMTS2,3,1,2,-0.950897336664947,2.14984189730108,colorectal|esophagus|pancreatic
PITX1,3,2,1,0.948395085178313,1.71073321030881,colorectal|esophagus|kidney
SAA1,3,2,1,0.943625544702906,1.98054508967461,colorectal|kidney|liver
CILP2,3,2,1,0.938709744158566,2.5643181683332,esophagus|kidney|pancreatic
ASPG,3,2,1,0.923209961488077,1.70521786374652,colorectal|esophagus|kidney
GRPR,3,1,2,-0.919590059322133,2.33197038346605,colorectal|kidney|pancreatic
ZBTB16,3,2,1,0.9178672156589,1.72921970479969,colorectal|esophagus|pancreatic
LYPD3,3,2,1,0.915267062321353,1.71237146732835,colorectal|esophagus|pancreatic
SERPINE1,3,1,2,-0.911286446884938,2.02389726975494,colorectal|esophagus|kidney
UCHL1,3,1,2,-0.91016882248293,1.8604092635106,colorectal|esophagus|kidney
ZNF676,3,2,1,0.907648153927011,2.27346596065694,colorectal|esophagus|kidney
BGN,3,1,2,-0.90346946242372,2.32079799082872,colorectal|esophagus|pancreatic
ADAMDEC1,3,2,1,0.900260446531605,2.52606452438539,colorectal|esophagus|kidney
NEU4,3,1,2,-0.895307668603805,2.26508243206833,colorectal|esophagus|kidney
EPOP,3,1,2,-0.892645747277209,1.77438873293716,colorectal|esophagus|kidney
SCIN,3,2,1,0.884573362085453,2.12919033183227,colorectal|esophagus|kidney
CWH43,3,2,1,0.87918763140694,4.31572881114437,colorectal|esophagus|kidney
THY1,3,1,2,-0.875274031656285,2.01087699577166,colorectal|esophagus|pancreatic
ZNF695,3,1,2,-0.872154878418891,1.6529637920934,colorectal|esophagus|kidney
GDPD3,3,2,1,0.863300060860296,1.77099638736847,colorectal|esophagus|kidney
COL12A1,3,1,2,-0.851865298868254,1.99009471378851,colorectal|esophagus|pancreatic
P4HA3,3,1,2,-0.849820237881725,2.26421037649073,colorectal|esophagus|kidney
FCGR3B,3,1,2,-0.837395912809679,2.08609319500392,colorectal|esophagus|kidney
NEXMIF,3,2,1,0.837351838159581,2.33040755253775,colorectal|esophagus|kidney
FAM3B,3,1,2,-0.83537671239896,3.43554612434125,esophagus|kidney|pancreatic
DPT,3,2,1,0.834994236901918,2.38667995212832,colorectal|esophagus|kidney
NNMT,3,2,1,0.834098393140063,2.23844592154387,esophagus|kidney|pancreatic
CCL20,3,2,1,0.827201415498555,1.70487705733941,colorectal|kidney|pancreatic
MT1M,3,2,1,0.823968569082521,2.76471303796248,colorectal|esophagus|kidney
ANKRD20A1,3,2,1,0.813419075809852,1.69507167927392,colorectal|esophagus|pancreatic
LUM,3,1,2,-0.811194157541154,1.949539486688,esophagus|kidney|pancreatic
MSX2,3,1,2,-0.81094622063206,3.11479157215984,colorectal|esophagus|pancreatic
HPGD,3,2,1,0.810385715946382,2.83671961616137,colorectal|esophagus|kidney
LRRC2,3,1,2,-0.801569443329939,1.96041143139052,colorectal|esophagus|kidney
GREM2,3,2,1,0.79993341164418,2.69925916329704,colorectal|esophagus|kidney
NCCRP1,3,2,1,0.792589574052113,2.77173131435688,colorectal|esophagus|kidney
LONRF2,3,2,1,0.779918485195384,1.87320561003468,colorectal|esophagus|kidney
NAT8B,3,1,2,-0.771249702809839,1.99731880362667,colorectal|kidney|pancreatic
CCL14,3,2,1,0.766439052205913,1.63232960511055,colorectal|esophagus|kidney
LCN10,3,2,1,0.764669017983316,2.12557221315265,colorectal|esophagus|kidney
TRIP13,3,1,2,-0.764290440213052,1.71234197851429,colorectal|esophagus|kidney
MYZAP,3,2,1,0.758541666891689,2.61867619704947,colorectal|esophagus|kidney
PGF,3,2,1,0.757167965318793,2.17572854929424,esophagus|kidney|pancreatic
SLC11A1,3,1,2,-0.750081900731735,2.01187160603827,colorectal|esophagus|kidney
RUNX1,3,2,1,0.748357707361624,1.60162241783108,esophagus|kidney|pancreatic
PTP4A3,3,1,2,-0.722870103417388,1.59901571311715,colorectal|esophagus|kidney
CCN4,3,1,2,-0.722106138451533,2.23455284644099,colorectal|esophagus|pancreatic
CSMD2,3,1,2,-0.722018631274218,1.73617140139927,colorectal|esophagus|kidney
ADH1B,3,2,1,0.716610351884663,3.58514341514089,colorectal|esophagus|kidney
PRR15L,3,1,2,-0.716287100120983,2.16751438179461,esophagus|kidney|pancreatic
CD300LF,3,2,1,0.71455239680617,1.77518304816653,esophagus|kidney|pancreatic
FN1,3,2,1,0.713039982957116,2.36501515940954,esophagus|kidney|pancreatic
CNTFR,3,2,1,0.709840190654886,2.66911737848425,colorectal|esophagus|kidney
NTRK3,3,2,1,0.702240267923942,2.23234839237419,colorectal|esophagus|kidney
ECT2,3,1,2,-0.698550668350226,1.51710468959771,colorectal|esophagus|kidney
IQCN,3,2,1,0.69585881069385,1.69940541566058,colorectal|esophagus|kidney
SNAI1,3,1,2,-0.694099040330314,1.65040250015347,colorectal|esophagus|pancreatic
PGM5,3,2,1,0.693939646981953,1.68097679466754,colorectal|esophagus|kidney
FAM107A,3,2,1,0.692977628764075,2.27185497285481,colorectal|esophagus|kidney
SULT1B1,3,2,1,0.691851439108939,1.56026756440306,colorectal|esophagus|kidney
FRRS1L,3,2,1,0.682715761751474,1.66674818586797,colorectal|esophagus|kidney
PLCXD3,3,2,1,0.682462395778252,2.97957182678834,colorectal|esophagus|kidney
PMEPA1,3,1,2,-0.68121670563545,1.57600377478824,colorectal|esophagus|kidney
COL8A1,3,1,2,-0.679317065147091,1.88903269108847,colorectal|esophagus|kidney
OASL,3,2,1,0.669425889338044,1.58587902282193,esophagus|kidney|pancreatic
SULF1,3,1,2,-0.665920484467502,2.3350058817673,colorectal|esophagus|pancreatic
CELSR3,3,1,2,-0.665747000890495,1.48595151503818,colorectal|esophagus|kidney
FNDC1,3,1,2,-0.663382220450478,2.42463270262688,colorectal|esophagus|pancreatic
CEACAM1,3,2,1,0.660627395542963,1.91120931057635,colorectal|esophagus|kidney
COL4A1,3,1,2,-0.65937313921611,1.76835003375619,colorectal|esophagus|kidney
CYP4F12,3,2,1,0.656944088308165,1.79071243644634,colorectal|esophagus|kidney
HPSE2,3,2,1,0.654056899821903,2.16126027647659,colorectal|esophagus|kidney
CXCL11,3,1,2,-0.65318664977981,2.80367925136444,colorectal|esophagus|kidney
SEC14L5,3,2,1,0.648060582347404,1.87328809129788,colorectal|esophagus|kidney
DUOX2,3,1,2,-0.646199496454928,1.47926360249264,colorectal|esophagus|kidney
EYA2,3,2,1,0.645747293370436,1.60473289261818,colorectal|esophagus|kidney
CHAD,3,1,2,-0.644876368813501,2.24453762645193,colorectal|kidney|pancreatic
NPY1R,3,2,1,0.642234166016418,1.90462333375766,colorectal|esophagus|kidney
THBS2,3,1,2,-0.638267933312535,2.3712543139571,colorectal|esophagus|pancreatic
SMTNL2,3,1,2,-0.637053837556034,1.71972836869408,colorectal|esophagus|kidney
STRIP2,3,1,2,-0.628061826682681,1.7648204762193,colorectal|esophagus|pancreatic
AURKA,3,1,2,-0.627417318028437,1.49165768139796,colorectal|esophagus|kidney
TYRO3,3,1,2,-0.62352523739623,1.48633479772941,colorectal|esophagus|kidney
ZNF662,3,2,1,0.621549280356423,1.46152849216974,colorectal|esophagus|kidney
NTM,3,2,1,0.620234937578754,1.54368035196647,esophagus|kidney|pancreatic
TTYH3,3,1,2,-0.618797006204626,1.46966018036595,colorectal|esophagus|pancreatic
ADGRV1,3,1,2,-0.614636634788709,1.91590287444356,colorectal|esophagus|kidney
PDZK1,3,1,2,-0.612654433605183,1.60057439692758,colorectal|kidney|pancreatic
PTN,3,2,1,0.612440591128656,1.49096045593984,colorectal|esophagus|kidney
CREG2,3,1,2,-0.609500551069117,2.3609754540439,colorectal|esophagus|kidney
STUM,3,2,1,0.608898023530192,1.75743461969059,colorectal|esophagus|kidney
DSCC1,3,1,2,-0.598741638146385,1.47109322027514,colorectal|esophagus|kidney
CHST11,3,2,1,0.598090868691687,1.48470657517357,esophagus|kidney|pancreatic
CD80,3,2,1,0.597733167078979,2.09392198576816,esophagus|kidney|pancreatic
FPR1,3,1,2,-0.595809753510969,1.75231504357543,colorectal|esophagus|kidney
SCN7A,3,2,1,0.589003055907451,3.31605311001044,colorectal|esophagus|kidney
TEDC2,3,1,2,-0.583168108719462,1.53165112828325,colorectal|esophagus|kidney
SYT12,3,1,2,-0.577745234640329,1.83112468729463,colorectal|esophagus|kidney
