Symbol,Degree,Betweenness,Closeness,Eigenvector,Log2FC,n_cancers,cancers
CDK1,118,0.00324109614081887,0.321561338289963,1,-0.381338854238359,3,colorectal|esophagus|kidney
BUB1,108,0.00340507538520082,0.318600368324125,0.966467587807836,0.0692004671671995,3,colorectal|esophagus|kidney
TOP2A,108,0.00198902340122632,0.318600368324125,0.971474561143807,0.011490651043307,3,colorectal|esophagus|kidney
CDC20,106,0.00175202356716701,0.318014705882353,0.949431442881388,-0.278242644796437,3,colorectal|esophagus|kidney
DLGAP5,104,0.00135701728074787,0.316849816849817,0.967569393196209,0.156049310264908,3,colorectal|esophagus|kidney
CCNB1,102,0.00168951062463533,0.316849816849817,0.938156263333984,-0.416545647069521,3,colorectal|esophagus|kidney
NUF2,102,0.00169525330109218,0.31511839708561,0.937068890122576,-0.172436099125342,3,colorectal|esophagus|kidney
BIRC5,102,0.0010472212786454,0.316270566727605,0.946999604076906,-0.142691727984093,3,colorectal|esophagus|kidney
ASPM,98,0.00332359458588565,0.31511839708561,0.924070469602906,0.159936019918199,3,colorectal|esophagus|kidney
BUB1B,98,0.00120631449057431,0.315693430656934,0.93594376310078,-0.0487627703759156,3,colorectal|esophagus|kidney
MELK,98,0.000904019382052382,0.31511839708561,0.931698597955016,0.0487300855038019,3,colorectal|esophagus|kidney
KIF20A,96,0.00295496566479694,0.314545454545455,0.905338540143426,-0.223145864663277,3,colorectal|esophagus|kidney
PLK1,94,0.00300795439859193,0.314545454545455,0.861941296480323,-0.437478983588067,3,colorectal|esophagus|kidney
CDC45,94,0.00266327481250311,0.311711711711712,0.815223463127704,-0.168008044746121,3,colorectal|esophagus|kidney
NUSAP1,94,0.000824653789612557,0.313974591651543,0.919101247633461,-0.0192986442281233,3,colorectal|esophagus|kidney
KIF2C,92,0.000480409505116289,0.313405797101449,0.913190432009453,-0.38087593983128,3,colorectal|esophagus|kidney
TPX2,92,0.000887529756497385,0.313405797101449,0.901676451974318,-0.201315181613266,3,colorectal|esophagus|kidney
UBE2C,90,0.000580772666500348,0.312274368231047,0.872139549330623,-0.268421613141462,3,colorectal|esophagus|kidney
RRM2,90,0.00264189820945636,0.312839059674503,0.837022079880628,-0.161254876800356,3,colorectal|esophagus|kidney
CEP55,90,0.00104824081620662,0.312839059674503,0.870538543218697,-0.160152734649406,3,colorectal|esophagus|kidney
KIF4A,90,0.000693309053715432,0.313405797101449,0.898215650341611,-0.0853118711630108,3,colorectal|esophagus|kidney
CENPF,90,0.000688402226777332,0.312839059674503,0.888440235957608,0.000129621972660384,3,colorectal|esophagus|kidney
TTK,88,0.000684989004516114,0.312274368231047,0.881363026649726,-0.0455768378023331,3,colorectal|esophagus|kidney
MAD2L1,86,0.00101369900307167,0.312274368231047,0.827572892921343,-0.378602141847004,3,colorectal|esophagus|kidney
HJURP,84,0.00118988306736365,0.311151079136691,0.827296412773578,-0.102245321651869,3,colorectal|esophagus|kidney
AURKA,82,0.0634198762830132,0.372043010752688,0.831997696271108,-0.627417318028437,3,colorectal|esophagus|kidney
FOXM1,80,0.00985520900496441,0.325187969924812,0.77024083822673,-0.464512366841182,3,colorectal|esophagus|kidney
CDCA5,78,0.000857758092027109,0.306737588652482,0.770139093400625,-0.362889087735232,3,colorectal|esophagus|kidney
HMMR,78,0.000335045491047562,0.308928571428571,0.806951678665404,-0.342530713566031,3,colorectal|esophagus|kidney
EXO1,78,0.00157448604864402,0.275039745627981,0.686120920297532,-0.274266783529746,3,colorectal|esophagus|kidney
MKI67,78,0.000639602982724201,0.308928571428571,0.781797327099643,0.165774844942655,3,colorectal|esophagus|kidney
NEK2,74,0.000103960429474098,0.307829181494662,0.799739171210062,-0.238075311765523,3,colorectal|esophagus|kidney
KIF14,70,8.22152285279622e-05,0.27244094488189,0.716627062295197,0.22416154494495,4,colorectal|esophagus|kidney|pancreatic
KIFC1,68,0.00034261883300097,0.305114638447972,0.699782922528461,-0.0756358971023182,3,colorectal|esophagus|kidney
ANLN,68,0.000691274394921421,0.304577464788732,0.710250798993564,-0.0562845865650181,3,colorectal|esophagus|kidney
TRIP13,64,7.44137805409054e-05,0.304577464788732,0.716787716256424,-0.764290440213052,3,colorectal|esophagus|kidney
FN1,64,0.0763821892235099,0.38876404494382,0.02245373727938,0.713039982957116,3,esophagus|kidney|pancreatic
MCM10,64,0.000539918187199523,0.271585557299843,0.537591628512672,-0.279689199162501,3,colorectal|esophagus|kidney
CDKN3,62,0.00179246558154138,0.302977232924694,0.663945871152048,-0.332378201181791,3,colorectal|esophagus|kidney
CDC6,62,0.00207889543367051,0.301393728222997,0.540190066433192,-0.298369505202689,3,colorectal|esophagus|kidney
NCAPH,62,0.000308880961592903,0.303508771929825,0.659320871260419,-0.120789069585289,3,colorectal|esophagus|kidney
ECT2,56,6.75024261979476e-05,0.300347222222222,0.628960931306372,-0.698550668350226,3,colorectal|esophagus|kidney
COL1A1,52,0.012249891411656,0.328897338403042,0.000941065425444351,-0.24132960603813,4,colorectal|esophagus|kidney|pancreatic
KIF18A,52,3.37568568719445e-05,0.257440476190476,0.547214484350352,-0.313894707771184,3,colorectal|esophagus|kidney
RAD51AP1,50,0.000871869834329049,0.267801857585139,0.484654461514697,-0.360717549672755,3,colorectal|esophagus|kidney
CDT1,48,0.000161091503645884,0.256296296296296,0.408506422403384,-0.112913589348253,3,colorectal|esophagus|kidney
CKAP2L,46,1.71711654018526e-05,0.255917159763314,0.49352110017438,0.589081140264167,4,colorectal|esophagus|kidney|pancreatic
DTL,46,7.98594479571155e-05,0.255917159763314,0.436170786336712,0.0398622207806797,3,colorectal|esophagus|kidney
COL1A2,42,0.00729315535399613,0.325800376647834,0.000891071081336893,-0.213468700311154,4,colorectal|esophagus|kidney|pancreatic
CKS2,40,0.0002919934817748,0.295221843003413,0.415955424303395,-0.444137342455759,3,colorectal|esophagus|pancreatic
TROAP,40,1.68037127081375e-05,0.265337423312884,0.430609208648993,-0.0763030603783928,3,colorectal|esophagus|kidney
KIF18B,40,1.51050105606552e-05,0.265337423312884,0.423764126270247,0.00406559385233115,3,colorectal|esophagus|kidney
MYBL2,36,0.000117386844394039,0.295221843003413,0.379929421312266,-0.30676151570383,3,colorectal|esophagus|kidney
ASF1B,36,0.000231425046480125,0.296232876712329,0.379902295092182,0.0529319312643412,3,colorectal|esophagus|kidney
MMP9,34,0.0209018047530654,0.334622823984526,0.00136408636290448,0.0813498091871258,4,colorectal|esophagus|kidney|pancreatic
UBE2T,34,2.24032016303271e-05,0.253294289897511,0.356829117942038,-0.483967277575827,3,colorectal|esophagus|kidney
COL5A1,34,0.00268407604329638,0.302447552447552,0.00081952301381842,0.208986736783645,3,esophagus|kidney|pancreatic
COL3A1,34,0.0031200917332417,0.31511839708561,0.000850969512352053,-0.0354504512773447,3,esophagus|kidney|pancreatic
GTSE1,32,5.35376266189664e-06,0.252186588921283,0.350906386117672,-0.282300608788862,3,colorectal|esophagus|kidney
ERCC6L,32,0.00172306450087473,0.252923976608187,0.315912118597422,-0.249249143326126,3,colorectal|esophagus|kidney
COL5A2,30,0.00441449423783214,0.310035842293907,0.000800336880872612,-0.0707454501740771,4,colorectal|esophagus|kidney|pancreatic
LUM,30,0.00444971341418896,0.301919720767888,0.000776358779908414,-0.811194157541154,3,esophagus|kidney|pancreatic
MND1,30,5.12816389621395e-06,0.252554744525547,0.309695710917774,-0.160358030650177,3,colorectal|esophagus|kidney
COL4A1,28,0.000759383556734513,0.310035842293907,0.000825710172915025,-0.65937313921611,3,colorectal|esophagus|kidney
MCM2,28,4.53484240809649e-05,0.251819505094614,0.200202997454541,-0.554230245862321,3,colorectal|esophagus|kidney
CXCL10,28,0.0237480896794893,0.278135048231511,7.28198721438626e-05,-0.367207465330232,3,colorectal|esophagus|kidney
BGN,26,0.00192286125071186,0.300347222222222,0.000787455298814676,-0.90346946242372,3,colorectal|esophagus|pancreatic
THBS2,26,0.000817951119974731,0.312839059674503,0.000808931880223073,-0.638267933312535,3,colorectal|esophagus|pancreatic
KPNA2,26,4.47164308520267e-06,0.250724637681159,0.285816320984966,-0.474454593664313,3,colorectal|esophagus|pancreatic
CENPI,24,7.65138034466702e-06,0.250724637681159,0.25662795593535,-0.197485222727238,3,colorectal|esophagus|kidney
COL4A2,22,0.000439808481767393,0.295726495726496,0.000733355617796319,0.10554171107504,3,esophagus|kidney|pancreatic
E2F1,22,0.000167137424847305,0.260935143288084,0.174253015647131,-0.0615016689333209,3,colorectal|esophagus|kidney
UHRF1,22,2.67246275687297e-05,0.26015037593985,0.220185238159325,0.00714260550223759,3,colorectal|esophagus|kidney
SERPINH1,20,0.000430758667744683,0.294718909710392,0.000733396297083184,-0.0901274612999655,4,colorectal|esophagus|kidney|pancreatic
COL11A1,20,0.000477275176259029,0.254038179148311,0.000191566235455137,-3.01925642764097,3,colorectal|esophagus|kidney
COL12A1,20,2.32441799018318e-05,0.25366568914956,0.000208868805638495,-0.851865298868254,3,colorectal|esophagus|pancreatic
CLSPN,20,1.65687254189063e-05,0.250361794500724,0.152677256816509,-0.11097718560183,3,colorectal|esophagus|kidney
ACAN,18,0.00131722709831011,0.306737588652482,0.000725721303736742,-1.10192333621238,3,colorectal|esophagus|kidney
ITGA11,18,0.00341417274880526,0.294718909710392,0.000705670544845078,-0.36146124744964,3,colorectal|esophagus|pancreatic
GINS2,18,2.33711874305814e-05,0.248920863309353,0.120339238477959,-0.106040403050878,3,colorectal|esophagus|kidney
SPARC,16,0.00672327394209354,0.298791018998273,0.000706135276525601,-0.0748041366296751,4,colorectal|esophagus|kidney|pancreatic
TIMP1,16,0.00484452568263153,0.313974591651543,0.00070351357067746,0.0544448660713101,4,colorectal|esophagus|kidney|pancreatic
MMP3,16,0.00430807757217657,0.309481216457961,0.000697658414876814,-2.80362359182596,3,colorectal|esophagus|pancreatic
FCGR3A,16,0.00944211315475518,0.231903485254692,2.03025546021297e-06,-0.378444059889372,3,colorectal|esophagus|kidney
PKMYT1,16,6.31158112437354e-05,0.248563218390805,0.15329254008708,-0.133020703641846,3,colorectal|esophagus|kidney
ORC6,14,9.94272987591473e-07,0.247496423462089,0.113890653245553,-0.552363442867,3,colorectal|esophagus|kidney
RAD54L,14,1.15755804517771e-06,0.248206599713056,0.13918668231167,-0.274058174232826,3,colorectal|esophagus|kidney
ADAMTS2,12,0.00171014953865733,0.251088534107402,0.000110451474894528,-0.950897336664947,3,colorectal|esophagus|pancreatic
SNAI1,12,0.0111939280698844,0.337890625,0.0204402570471941,-0.694099040330314,3,colorectal|esophagus|pancreatic
DSCC1,12,9.1756832171176e-06,0.246438746438746,0.0978242990109454,-0.598741638146385,3,colorectal|esophagus|kidney
CD80,12,0.000521304853182136,0.224383916990921,2.09195404939304e-06,0.597733167078979,3,esophagus|kidney|pancreatic
FCER1G,12,0.00331192633659787,0.190949227373068,6.02896597157441e-08,0.556115086481289,3,esophagus|kidney|pancreatic
ATAD2,12,5.47073151264315e-06,0.24679029957204,0.112283902958939,-0.369893832149144,3,colorectal|esophagus|kidney
ANPEP,12,0.0160369179158025,0.233153638814016,1.8156489619193e-06,-0.155625152072458,3,colorectal|esophagus|kidney
TGFBI,10,4.1362114643543e-05,0.302447552447552,0.000678167141147076,0.0548601057777803,4,colorectal|esophagus|kidney|pancreatic
FCGR3B,10,0.000896127384028897,0.200696055684455,2.06260185338502e-07,-0.837395912809679,3,colorectal|esophagus|kidney
COL8A1,10,2.7116536025222e-06,0.25,0.00010801265926158,-0.679317065147091,3,colorectal|esophagus|kidney
CXCL11,10,0.000869445902879006,0.248563218390805,1.73183110402318e-05,-0.65318664977981,3,colorectal|esophagus|kidney
GZMB,10,0.000386486170698007,0.224093264248705,2.04262217281826e-06,-0.317009256344627,3,colorectal|esophagus|kidney
CXCL9,10,4.17594654788419e-05,0.219543147208122,2.48048077444623e-06,-0.135968566493828,3,colorectal|esophagus|kidney
MMP10,8,0.00123685441530967,0.291245791245791,0.000612450278496729,-2.8161269509593,3,colorectal|esophagus|pancreatic
MMP13,8,3.40893595745648e-06,0.299826689774697,0.000636781104039029,-2.00761685848137,3,colorectal|esophagus|pancreatic
MME,8,0.0117025930639516,0.192222222222222,4.66668377938602e-08,-1.91825376013483,3,colorectal|esophagus|kidney
SERPINE1,8,0,0.29222972972973,0.000646912486632773,-0.911286446884938,3,colorectal|esophagus|kidney
THY1,8,0.0130238361892343,0.266153846153846,6.7574240320143e-05,-0.875274031656285,3,colorectal|esophagus|pancreatic
CCL20,8,2.98281896277442e-05,0.219264892268695,2.4253799820309e-06,0.827201415498555,3,colorectal|kidney|pancreatic
OASL,8,0.000916383927383444,0.219264892268695,2.36591183164049e-06,0.669425889338044,3,esophagus|kidney|pancreatic
GPX3,8,0.0121164473584534,0.248563218390805,1.57168458114169e-05,0.48294030001397,3,colorectal|esophagus|kidney
ISG15,8,0.000798736976211847,0.218987341772152,1.98210864836898e-06,0.47603207351733,3,esophagus|kidney|pancreatic
MET,8,1.70308242551253e-05,0.298275862068966,0.00115172950825273,-0.417543107981911,3,colorectal|esophagus|kidney
MT1H,6,0,1,2.92427448589067e-17,-0.884390718331756,4,colorectal|esophagus|kidney|pancreatic
TREM1,6,0.00217811767655304,0.179460580912863,2.43576400408506e-08,-0.449330175845131,4,colorectal|esophagus|kidney|pancreatic
E2F7,6,3.66934078753996e-06,0.243661971830986,0.0420308124773526,0.207341829462841,4,colorectal|esophagus|kidney|pancreatic
FKBP10,6,0,0.248920863309353,6.58105195852668e-05,-0.120878484457319,4,colorectal|esophagus|kidney|pancreatic
MS4A2,6,0,0.18969298245614,5.5038058237461e-08,1.50907975612699,3,colorectal|kidney|liver
LILRA4,6,0,0.18969298245614,5.50380582472086e-08,1.44064776274034,3,colorectal|kidney|pancreatic
TLR3,6,1.21916806811812e-05,0.218987341772152,1.97246739446139e-06,1.2058973871988,3,colorectal|esophagus|kidney
IGFBP3,6,1.22095771418829e-05,0.298791018998273,0.000618014855232566,0.997749896099488,3,esophagus|kidney|pancreatic
SAA1,6,0.00504990948904642,0.264525993883792,3.68835089881437e-05,0.943625544702906,3,colorectal|kidney|liver
MT1M,6,0,1,3.89903264785423e-17,0.823968569082521,3,colorectal|esophagus|kidney
PGF,6,0,0.291736930860034,0.000640513839531833,0.757167965318793,3,esophagus|kidney|pancreatic
MT1X,6,0,1,4.87379080981779e-17,-0.557067711279499,3,colorectal|kidney|pancreatic
PRELP,6,5.1288177978442e-05,0.241283124128312,3.90676116566596e-05,0.555086955373537,3,colorectal|kidney|pancreatic
NR3C2,6,0.00340041361756284,0.161985018726592,1.19870724132372e-09,0.528837855039525,3,colorectal|esophagus|kidney
CCL3L3,6,0.00171014953865733,0.218710493046776,1.93144664465524e-06,-0.520168050448171,3,colorectal|esophagus|kidney
GGT6,6,0.000694002545338848,0.214640198511166,4.61580311559171e-07,-0.450282139409078,3,colorectal|esophagus|kidney
MT1G,6,0,1,4.87379080981779e-17,-0.345904088623391,3,colorectal|esophagus|kidney
IQGAP3,6,3.20733221803701e-07,0.241620111731844,0.0626644026451114,-0.195895534184904,3,colorectal|esophagus|kidney
CHAC1,6,0.000694002545338848,0.214640198511166,4.61580311559171e-07,-0.1154633596442,3,colorectal|esophagus|pancreatic
TNFAIP6,6,0.00182094887173469,0.292724196277496,0.000595038947780273,0.0163422263256615,3,colorectal|esophagus|kidney
PXDN,6,0.0121601953699074,0.305114638447972,0.0006113730764677,-0.0051460197065761,3,esophagus|kidney|pancreatic
INHBA,4,0,1,3.41165356687245e-17,-0.908319923616144,4,colorectal|esophagus|kidney|pancreatic
MMP11,4,1.04660314483313e-05,0.236016371077763,2.06244661766374e-05,-0.755555931406987,4,colorectal|esophagus|kidney|pancreatic
OSM,4,9.94272987591473e-06,1,3.89903264785423e-17,-0.442705238327001,4,colorectal|esophagus|kidney|pancreatic
PSAT1,4,0.00507079223671652,0.145622895622896,2.65813377929645e-10,-1.81362161281477,3,colorectal|kidney|pancreatic
CALB2,4,0.00171014953865733,0.139741518578352,3.07479517912384e-11,1.72182420315098,3,colorectal|esophagus|pancreatic
GRIN2A,4,9.94272987591473e-06,1,3.41165356687245e-17,1.65172302836299,3,colorectal|esophagus|kidney
KRT7,4,0.00340041361756284,0.161985018726592,1.19787689358345e-09,-1.31687525602614,3,colorectal|esophagus|kidney
DPT,4,0,0.23252688172043,2.09171500094178e-05,0.834994236901918,3,colorectal|esophagus|kidney
PTN,4,0.00507079223671651,0.232214765100671,1.81255715629837e-05,0.612440591128656,3,colorectal|esophagus|kidney
FPR1,4,0.0034317302017413,0.211491442542787,9.46753000386933e-07,-0.595809753510969,3,colorectal|esophagus|kidney
CLEC5A,4,0.000406823364089511,0.161531279178338,2.17135514446865e-09,-0.553725519442445,3,colorectal|esophagus|kidney
XRCC2,4,0,0.217884130982368,0.0300324891884471,-0.511871344873322,3,colorectal|esophagus|kidney
TWIST1,4,0.00171014953865733,0.25366568914956,0.000524674511325249,-0.493771070954475,3,colorectal|esophagus|pancreatic
ACVR1C,4,0,1,3.41165356687245e-17,-0.492405594318804,3,colorectal|esophagus|kidney
CYP2C18,4,0.00171014953865733,0.113368283093054,1.75168915495661e-13,0.488116968119027,3,colorectal|esophagus|kidney
SCNN1B,4,0,0.139628732849072,3.15585509311457e-11,0.487409940128225,3,colorectal|esophagus|kidney
RPS6KA6,4,0,0.242296918767507,0.0287238563921664,0.460253343011354,3,colorectal|esophagus|kidney
IFI6,4,0,0.180396246089677,1.11534526705666e-07,-0.352298208419264,3,colorectal|esophagus|pancreatic
GPT,4,0.00835189309576838,0.201631701631702,4.03430933115965e-07,-0.342750632319971,3,colorectal|kidney|pancreatic
GPT2,4,0.00672128539611836,0.169275929549902,1.03555458932397e-08,-0.340646031165095,3,colorectal|esophagus|kidney
LOXL2,4,0,0.286423841059603,0.00110030791633845,-0.306249549613698,3,colorectal|esophagus|kidney
EPHX2,4,0.00340041361756284,0.127581120943953,6.82311218211251e-12,0.276308611664334,3,colorectal|esophagus|kidney
CA9,4,0.00171014953865733,0.159741458910434,1.19426066215996e-08,-0.226967101556515,3,colorectal|esophagus|kidney
SLC2A1,4,0.00340041361756284,0.189485213581599,4.65259781417549e-07,-0.0675681356817311,3,colorectal|esophagus|kidney
SCNN1G,4,0,0.139628732849072,3.15585460573549e-11,-0.0348899386056855,3,colorectal|esophagus|kidney
INHBB,4,0,1,3.41165356687245e-17,0.0102261468490467,3,colorectal|esophagus|kidney
PLPP4,2,0,1,1.70582678343623e-17,-1.23696817144072,4,colorectal|esophagus|kidney|pancreatic
ZNF469,2,0,0.23252688172043,2.10222357204848e-05,-0.165638932350169,4,colorectal|esophagus|kidney|pancreatic
GRIK3,2,0,0.666666666666667,1.21844770245445e-17,2.63121104129417,3,colorectal|esophagus|kidney
HOXB8,2,0,1,1.94951632392712e-17,-2.35452716717795,3,colorectal|esophagus|kidney
NOX4,2,0,1,1.46213724294534e-17,-2.12370927692108,3,colorectal|esophagus|kidney
CLDN14,2,0,1,1.94951632392712e-17,-1.91605464926534,3,colorectal|esophagus|kidney
CDKN2B,2,0,0.232839838492598,0.0170314028692875,1.75817072827777,3,colorectal|esophagus|kidney
IL13RA2,2,0,0.666666666666667,1.70582678343623e-17,-1.68262127213487,3,colorectal|esophagus|kidney
VIP,2,0,0.122695035460993,7.88754809497672e-13,1.6104584597282,3,colorectal|esophagus|liver
SELE,2,0,0.280388978930308,0.000575978648474314,-1.5727138080257,3,colorectal|esophagus|kidney
GRIN2D,2,0,0.666666666666667,1.70582678343623e-17,-1.50893646406689,3,colorectal|esophagus|kidney
AQP9,2,0,0.152288732394366,6.2481718182582e-10,-1.41566703369318,3,colorectal|esophagus|kidney
LIPG,2,0,1,1.70582678343623e-17,-1.3231686059918,3,colorectal|esophagus|kidney
GNA15,2,0,1,1.46213724294534e-17,1.32313396745783,3,esophagus|kidney|pancreatic
C6,2,0,1,1.46213724294534e-17,1.24038405929141,3,colorectal|esophagus|pancreatic
CTHRC1,2,0,0.24785100286533,2.41400166542097e-05,-1.22578279832739,3,colorectal|esophagus|kidney
HTR1D,2,0,1,1.46213724294534e-17,-1.21320418373868,3,colorectal|esophagus|kidney
XPNPEP2,2,0,0.161380597014925,1.19708813877395e-09,-1.0991290234157,3,colorectal|esophagus|kidney
FAP,2,0,0.280388978930308,0.000575978648474314,-1.04341558006126,3,colorectal|esophagus|kidney
HMGCLL1,2,0,1,2.19320586441801e-17,1.01089089577564,3,colorectal|esophagus|kidney
