sample,condition
tumor1,Cancer
tumor2,Cancer
tumor3,Cancer
tumor4,Cancer
tumor5,Cancer
tumor6,Cancer
tumor7,Cancer
nontumor1,Normal
nontumor2,Normal
nontumor3,Normal
nontumor4,Normal
nontumor5,Normal
nontumor6,Normal
nontumor7,Normal
nontumor8,Normal
